Feature1,Feature2,Feature3,Feature4,Feature5,Count_Total,Num_Objects,Avg_Object,Min_Object,Max_Object
33,34,48,65,70,0,0,,,
33,34,48,65,71,0,0,,,
33,34,48,65,72,0,0,,,
33,34,48,66,67,0,0,,,
33,34,48,66,68,0,0,,,
33,34,48,66,69,0,0,,,
33,34,48,66,70,0,0,,,
33,34,48,66,71,0,0,,,
33,34,48,66,72,0,0,,,
33,34,48,67,68,0,0,,,
33,34,48,67,69,0,0,,,
33,34,48,67,70,0,0,,,
33,34,48,67,71,0,0,,,
33,34,48,67,72,0,0,,,
33,34,48,68,69,0,0,,,
33,34,48,68,70,0,0,,,
33,34,48,68,71,0,0,,,
33,34,48,68,72,0,0,,,
33,34,48,69,70,0,0,,,
33,34,48,69,71,0,0,,,
33,34,48,69,72,0,0,,,
33,34,48,70,71,0,0,,,
33,34,48,70,72,0,0,,,
33,34,48,71,72,0,0,,,
33,34,57,58,66,0,0,,,
33,34,57,59,60,0,0,,,
33,34,57,59,61,0,0,,,
33,34,57,59,62,0,0,,,
33,34,57,59,63,0,0,,,
33,34,57,59,64,0,0,,,
33,34,57,59,66,0,0,,,
33,34,57,59,67,0,0,,,
33,34,57,59,68,0,0,,,
33,34,57,59,69,0,0,,,
33,34,57,59,70,0,0,,,
33,34,57,59,71,0,0,,,
33,34,57,59,72,0,0,,,
33,34,57,61,68,0,0,,,
33,34,57,61,70,0,0,,,
33,34,57,61,72,0,0,,,
33,34,57,63,66,0,0,,,
33,34,57,63,68,0,0,,,
33,34,57,63,69,0,0,,,
33,34,57,65,66,0,0,,,
33,34,57,66,68,0,0,,,
33,34,57,66,70,0,0,,,
33,34,57,66,72,0,0,,,
33,34,57,68,69,0,0,,,
33,34,57,68,70,0,0,,,
33,34,57,68,72,0,0,,,
33,34,57,69,71,0,0,,,
33,34,57,69,72,0,0,,,
33,34,57,70,72,0,0,,,
33,34,57,71,72,0,0,,,
33,34,58,59,61,0,0,,,
33,34,58,59,66,0,0,,,
33,34,58,59,68,0,0,,,
33,34,58,59,69,0,0,,,
33,34,58,59,70,0,0,,,
33,34,58,59,71,0,0,,,
33,34,58,61,66,0,0,,,
33,34,58,61,67,0,0,,,
33,34,58,61,68,0,0,,,
33,34,58,61,70,0,0,,,
33,34,58,63,66,0,0,,,
33,34,58,63,68,0,0,,,
33,34,58,63,69,0,0,,,
33,34,58,66,68,0,0,,,
33,34,58,68,69,0,0,,,
33,34,59,60,61,0,0,,,
33,34,59,60,64,0,0,,,
33,34,59,60,66,0,0,,,
33,34,59,60,68,0,0,,,
33,34,59,60,69,0,0,,,
33,34,59,60,70,0,0,,,
33,34,59,60,71,0,0,,,
33,34,59,60,72,0,0,,,
33,34,59,61,62,0,0,,,
33,34,59,61,63,0,0,,,
33,34,59,61,64,0,0,,,
33,34,59,61,65,0,0,,,
33,34,59,61,66,0,0,,,
33,34,59,61,67,0,0,,,
33,34,59,61,68,0,0,,,
33,34,59,61,69,0,0,,,
33,34,59,61,70,0,0,,,
33,34,59,61,71,0,0,,,
33,34,59,61,72,0,0,,,
33,34,59,62,66,0,0,,,
33,34,59,62,68,0,0,,,
33,34,59,62,69,0,0,,,
33,34,59,62,70,0,0,,,
33,34,59,62,71,0,0,,,
33,34,59,62,72,0,0,,,
33,34,59,63,64,0,0,,,
33,34,59,63,65,0,0,,,
33,34,59,63,66,0,0,,,
33,34,59,63,67,0,0,,,
33,34,59,63,68,0,0,,,
33,34,59,63,69,0,0,,,
33,34,59,63,70,0,0,,,
33,34,59,63,71,0,0,,,
33,34,59,63,72,0,0,,,
33,34,59,64,65,0,0,,,
33,34,59,64,66,0,0,,,
33,34,59,64,68,0,0,,,
33,34,59,64,69,0,0,,,
33,34,59,64,70,0,0,,,
33,34,59,64,71,0,0,,,
33,34,59,64,72,0,0,,,
33,34,59,65,66,0,0,,,
33,34,59,65,68,0,0,,,
33,34,59,65,69,0,0,,,
33,34,59,65,70,0,0,,,
33,34,59,65,71,0,0,,,
33,34,59,65,72,0,0,,,
33,34,59,66,67,0,0,,,
33,34,59,66,68,0,0,,,
33,34,59,66,69,0,0,,,
33,34,59,66,70,0,0,,,
33,34,59,66,71,0,0,,,
33,34,59,66,72,0,0,,,
33,34,59,67,68,0,0,,,
33,34,59,67,69,0,0,,,
33,34,59,67,70,0,0,,,
33,34,59,67,71,0,0,,,
33,34,59,68,69,0,0,,,
33,34,59,68,70,0,0,,,
33,34,59,68,71,0,0,,,
33,34,59,68,72,0,0,,,
33,34,59,69,70,0,0,,,
33,34,59,69,71,0,0,,,
33,34,59,69,72,0,0,,,
33,34,59,70,71,0,0,,,
33,34,59,70,72,0,0,,,
33,34,59,71,72,0,0,,,
33,34,60,61,66,0,0,,,
33,34,60,61,67,0,0,,,
33,34,60,61,68,0,0,,,
33,34,60,61,69,0,0,,,
33,34,60,61,70,0,0,,,
33,34,60,61,72,0,0,,,
33,34,60,63,66,0,0,,,
33,34,60,63,68,0,0,,,
33,34,60,63,69,0,0,,,
33,34,60,65,66,0,0,,,
33,34,60,66,68,0,0,,,
33,34,60,66,69,0,0,,,
33,34,60,66,70,0,0,,,
33,34,60,68,69,0,0,,,
33,34,60,69,70,0,0,,,
33,34,61,62,65,0,0,,,
33,34,61,62,68,0,0,,,
33,34,61,62,70,0,0,,,
33,34,61,62,71,0,0,,,
33,34,61,63,66,0,0,,,
33,34,61,63,67,0,0,,,
33,34,61,63,68,0,0,,,
33,34,61,63,69,0,0,,,
33,34,61,63,70,0,0,,,
33,34,61,63,72,0,0,,,
33,34,61,64,68,0,0,,,
33,34,61,64,70,0,0,,,
33,34,61,65,66,0,0,,,
33,34,61,65,67,0,0,,,
33,34,61,65,68,0,0,,,
33,34,61,65,69,0,0,,,
33,34,61,65,70,0,0,,,
33,34,61,65,72,0,0,,,
33,34,61,66,68,0,0,,,
33,34,61,66,70,0,0,,,
33,34,61,66,71,0,0,,,
33,34,61,66,72,0,0,,,
33,34,61,67,68,0,0,,,
33,34,61,67,70,0,0,,,
33,34,61,67,71,0,0,,,
33,34,61,67,72,0,0,,,
33,34,61,68,69,0,0,,,
33,34,61,68,70,0,0,,,
33,34,61,68,71,0,0,,,
33,34,61,68,72,0,0,,,
33,34,61,69,70,0,0,,,
33,34,61,69,71,0,0,,,
33,34,61,69,72,0,0,,,
33,34,61,70,71,0,0,,,
33,34,61,70,72,0,0,,,
33,34,61,71,72,0,0,,,
33,34,62,63,67,0,0,,,
33,34,62,63,68,0,0,,,
33,34,62,63,69,0,0,,,
33,34,62,63,70,0,0,,,
33,34,62,66,68,0,0,,,
33,34,62,68,69,0,0,,,
33,34,63,64,66,0,0,,,
33,34,63,64,68,0,0,,,
33,34,63,64,69,0,0,,,
33,34,63,64,70,0,0,,,
33,34,63,65,67,0,0,,,
33,34,63,65,68,0,0,,,
33,34,63,65,69,0,0,,,
33,34,63,65,70,0,0,,,
33,34,63,65,72,0,0,,,
33,34,63,66,67,0,0,,,
33,34,63,66,68,0,0,,,
33,34,63,66,69,0,0,,,
33,34,63,66,70,0,0,,,
33,34,63,66,71,0,0,,,
33,34,63,66,72,0,0,,,
33,34,63,67,68,0,0,,,
33,34,63,67,69,0,0,,,
33,34,63,67,72,0,0,,,
33,34,63,68,69,0,0,,,
33,34,63,68,70,0,0,,,
33,34,63,68,71,0,0,,,
33,34,63,68,72,0,0,,,
33,34,63,69,70,0,0,,,
33,34,63,69,71,0,0,,,
33,34,63,69,72,0,0,,,
33,34,63,70,72,0,0,,,
33,34,63,71,72,0,0,,,
33,34,64,66,68,0,0,,,
33,34,64,66,70,0,0,,,
33,34,64,68,69,0,0,,,
33,34,65,66,68,0,0,,,
33,34,65,66,70,0,0,,,
33,34,65,66,71,0,0,,,
33,34,65,66,72,0,0,,,
33,34,65,68,69,0,0,,,
33,34,65,68,72,0,0,,,
33,34,65,70,72,0,0,,,
33,34,65,71,72,0,0,,,
33,34,66,67,68,0,0,,,
33,34,66,68,69,0,0,,,
33,34,66,68,70,0,0,,,
33,34,66,68,71,0,0,,,
33,34,66,68,72,0,0,,,
33,34,66,69,70,0,0,,,
33,34,66,70,71,0,0,,,
33,34,67,68,69,0,0,,,
33,34,67,68,70,0,0,,,
33,34,67,69,70,0,0,,,
33,34,68,69,70,0,0,,,
33,34,68,69,71,0,0,,,
33,34,68,69,72,0,0,,,
33,34,68,70,71,0,0,,,
33,34,68,70,72,0,0,,,
33,34,69,70,71,0,0,,,
33,34,69,70,72,0,0,,,
33,34,70,71,72,0,0,,,
33,35,48,57,59,0,0,,,
33,35,48,57,61,0,0,,,
33,35,48,57,63,0,0,,,
33,35,48,57,64,0,0,,,
33,35,48,57,65,0,0,,,
33,35,48,57,68,0,0,,,
33,35,48,57,69,0,0,,,
33,35,48,57,70,0,0,,,
33,35,48,57,71,0,0,,,
33,35,48,57,72,0,0,,,
33,35,48,58,59,0,0,,,
33,35,48,58,63,0,0,,,
33,35,48,58,64,0,0,,,
33,35,48,58,69,0,0,,,
33,35,48,58,70,0,0,,,
33,35,48,58,71,0,0,,,
33,35,48,58,72,0,0,,,
33,35,48,59,60,0,0,,,
33,35,48,59,61,0,0,,,
33,35,48,59,62,0,0,,,
33,35,48,59,63,0,0,,,
33,35,48,59,64,0,0,,,
33,35,48,59,65,0,0,,,
33,35,48,59,66,0,0,,,
33,35,48,59,67,0,0,,,
33,35,48,59,68,0,0,,,
33,35,48,59,69,0,0,,,
33,35,48,59,70,0,0,,,
33,35,48,59,71,0,0,,,
33,35,48,59,72,0,0,,,
33,35,48,60,63,0,0,,,
33,35,48,60,64,0,0,,,
33,35,48,60,69,0,0,,,
33,35,48,60,70,0,0,,,
33,35,48,60,71,0,0,,,
33,35,48,60,72,0,0,,,
33,35,48,61,63,0,0,,,
33,35,48,61,64,0,0,,,
33,35,48,61,65,0,0,,,
33,35,48,61,66,0,0,,,
33,35,48,61,67,0,0,,,
33,35,48,61,68,0,0,,,
33,35,48,61,69,0,0,,,
33,35,48,61,70,0,0,,,
33,35,48,61,71,0,0,,,
33,35,48,61,72,0,0,,,
33,35,48,62,63,0,0,,,
33,35,48,62,64,0,0,,,
33,35,48,62,69,0,0,,,
33,35,48,62,70,0,0,,,
33,35,48,62,71,0,0,,,
33,35,48,62,72,0,0,,,
33,35,48,63,64,0,0,,,
33,35,48,63,65,0,0,,,
33,35,48,63,66,0,0,,,
33,35,48,63,67,0,0,,,
33,35,48,63,68,0,0,,,
33,35,48,63,69,0,0,,,
33,35,48,63,70,0,0,,,
33,35,48,63,71,0,0,,,
33,35,48,63,72,0,0,,,
33,35,48,64,65,0,0,,,
33,35,48,64,66,0,0,,,
33,35,48,64,67,0,0,,,
33,35,48,64,68,0,0,,,
33,35,48,64,69,0,0,,,
33,35,48,64,70,0,0,,,
33,35,48,64,71,0,0,,,
33,35,48,64,72,0,0,,,
33,35,48,65,66,0,0,,,
33,35,48,65,68,0,0,,,
33,35,48,65,69,0,0,,,
33,35,48,65,70,0,0,,,
33,35,48,65,71,0,0,,,
33,35,48,65,72,0,0,,,
33,35,48,66,67,0,0,,,
33,35,48,66,68,0,0,,,
33,35,48,66,69,0,0,,,
33,35,48,66,70,0,0,,,
33,35,48,66,71,0,0,,,
33,35,48,66,72,0,0,,,
33,35,48,67,68,0,0,,,
33,35,48,67,69,0,0,,,
33,35,48,67,70,0,0,,,
33,35,48,67,71,0,0,,,
33,35,48,67,72,0,0,,,
33,35,48,68,69,0,0,,,
33,35,48,68,70,0,0,,,
33,35,48,68,71,0,0,,,
33,35,48,68,72,0,0,,,
33,35,48,69,70,0,0,,,
33,35,48,69,71,0,0,,,
33,35,48,69,72,0,0,,,
33,35,48,70,71,0,0,,,
33,35,48,70,72,0,0,,,
33,35,48,71,72,0,0,,,
33,35,57,58,59,0,0,,,
33,35,57,58,68,0,0,,,
33,35,57,59,60,0,0,,,
33,35,57,59,61,0,0,,,
33,35,57,59,62,0,0,,,
33,35,57,59,63,0,0,,,
33,35,57,59,64,0,0,,,
33,35,57,59,65,0,0,,,
33,35,57,59,66,0,0,,,
33,35,57,59,67,0,0,,,
33,35,57,59,68,0,0,,,
33,35,57,59,69,0,0,,,
33,35,57,59,70,0,0,,,
33,35,57,59,71,0,0,,,
33,35,57,59,72,0,0,,,
33,35,57,61,65,0,0,,,
33,35,57,61,66,0,0,,,
33,35,57,61,69,0,0,,,
33,35,57,61,70,0,0,,,
33,35,57,61,71,0,0,,,
33,35,57,61,72,0,0,,,
33,35,57,63,64,0,0,,,
33,35,57,63,65,0,0,,,
33,35,57,63,66,0,0,,,
33,35,57,63,68,0,0,,,
33,35,57,63,69,0,0,,,
33,35,57,63,70,0,0,,,
33,35,57,65,67,0,0,,,
33,35,57,65,69,0,0,,,
33,35,57,65,70,0,0,,,
33,35,57,65,72,0,0,,,
33,35,57,66,67,0,0,,,
33,35,57,66,68,0,0,,,
33,35,57,66,70,0,0,,,
33,35,57,66,71,0,0,,,
33,35,57,66,72,0,0,,,
33,35,57,67,68,0,0,,,
33,35,57,68,69,0,0,,,
33,35,57,68,70,0,0,,,
33,35,57,68,72,0,0,,,
33,35,57,69,70,0,0,,,
33,35,57,69,71,0,0,,,
33,35,57,69,72,0,0,,,
33,35,57,70,71,0,0,,,
33,35,57,70,72,0,0,,,
33,35,58,59,61,0,0,,,
33,35,58,59,65,0,0,,,
33,35,58,59,66,0,0,,,
33,35,58,59,67,0,0,,,
33,35,58,59,68,0,0,,,
33,35,58,59,69,0,0,,,
33,35,58,59,70,0,0,,,
33,35,58,59,71,0,0,,,
33,35,58,59,72,0,0,,,
33,35,58,61,65,0,0,,,
33,35,58,61,66,0,0,,,
33,35,58,61,69,0,0,,,
33,35,58,61,70,0,0,,,
33,35,58,61,71,0,0,,,
33,35,58,61,72,0,0,,,
33,35,58,63,66,0,0,,,
33,35,58,63,71,0,0,,,
33,35,58,65,66,0,0,,,
33,35,58,65,68,0,0,,,
33,35,58,65,69,0,0,,,
33,35,58,65,70,0,0,,,
33,35,58,65,71,0,0,,,
33,35,58,65,72,0,0,,,
33,35,58,66,67,0,0,,,
33,35,58,66,68,0,0,,,
33,35,58,66,70,0,0,,,
33,35,58,66,71,0,0,,,
33,35,58,66,72,0,0,,,
33,35,58,68,70,0,0,,,
33,35,58,68,71,0,0,,,
33,35,58,68,72,0,0,,,
33,35,58,69,70,0,0,,,
33,35,58,69,71,0,0,,,
33,35,58,69,72,0,0,,,
33,35,58,70,71,0,0,,,
33,35,58,70,72,0,0,,,
33,35,59,60,61,0,0,,,
33,35,59,60,65,0,0,,,
33,35,59,60,66,0,0,,,
33,35,59,60,67,0,0,,,
33,35,59,60,68,0,0,,,
33,35,59,60,69,0,0,,,
33,35,59,60,70,0,0,,,
33,35,59,60,71,0,0,,,
33,35,59,60,72,0,0,,,
33,35,59,61,62,0,0,,,
33,35,59,61,63,0,0,,,
33,35,59,61,64,0,0,,,
33,35,59,61,65,0,0,,,
33,35,59,61,66,0,0,,,
33,35,59,61,67,0,0,,,
33,35,59,61,68,0,0,,,
33,35,59,61,69,0,0,,,
33,35,59,61,70,0,0,,,
33,35,59,61,71,0,0,,,
33,35,59,61,72,0,0,,,
33,35,59,62,65,0,0,,,
33,35,59,62,66,0,0,,,
33,35,59,62,67,0,0,,,
33,35,59,62,68,0,0,,,
33,35,59,62,69,0,0,,,
33,35,59,62,70,0,0,,,
33,35,59,62,71,0,0,,,
33,35,59,62,72,0,0,,,
33,35,59,63,64,0,0,,,
33,35,59,63,65,0,0,,,
33,35,59,63,66,0,0,,,
33,35,59,63,67,0,0,,,
33,35,59,63,68,0,0,,,
33,35,59,63,69,0,0,,,
33,35,59,63,70,0,0,,,
33,35,59,63,71,0,0,,,
33,35,59,63,72,0,0,,,
33,35,59,64,65,0,0,,,
33,35,59,64,66,0,0,,,
33,35,59,64,67,0,0,,,
33,35,59,64,68,0,0,,,
33,35,59,64,69,0,0,,,
33,35,59,64,70,0,0,,,
33,35,59,64,71,0,0,,,
33,35,59,64,72,0,0,,,
33,35,59,65,66,0,0,,,
33,35,59,65,67,0,0,,,
33,35,59,65,68,0,0,,,
33,35,59,65,69,0,0,,,
33,35,59,65,70,0,0,,,
33,35,59,65,71,0,0,,,
33,35,59,65,72,0,0,,,
33,35,59,66,67,0,0,,,
33,35,59,66,68,0,0,,,
33,35,59,66,69,0,0,,,
33,35,59,66,70,0,0,,,
33,35,59,66,71,0,0,,,
33,35,59,66,72,0,0,,,
33,35,59,67,68,0,0,,,
33,35,59,67,69,0,0,,,
33,35,59,67,70,0,0,,,
33,35,59,67,71,0,0,,,
33,35,59,67,72,0,0,,,
33,35,59,68,69,0,0,,,
33,35,59,68,70,0,0,,,
33,35,59,68,71,0,0,,,
33,35,59,68,72,0,0,,,
33,35,59,69,70,0,0,,,
33,35,59,69,71,0,0,,,
33,35,59,69,72,0,0,,,
33,35,59,70,71,0,0,,,
33,35,59,70,72,0,0,,,
33,35,59,71,72,0,0,,,
33,35,60,61,65,0,0,,,
33,35,60,61,66,0,0,,,
33,35,60,61,67,0,0,,,
33,35,60,61,69,0,0,,,
33,35,60,61,70,0,0,,,
33,35,60,61,71,0,0,,,
33,35,60,61,72,0,0,,,
33,35,60,63,66,0,0,,,
33,35,60,65,66,0,0,,,
33,35,60,65,69,0,0,,,
33,35,60,65,70,0,0,,,
33,35,60,65,72,0,0,,,
33,35,60,66,67,0,0,,,
33,35,60,66,68,0,0,,,
33,35,60,66,70,0,0,,,
33,35,60,66,71,0,0,,,
33,35,60,66,72,0,0,,,
33,35,60,68,70,0,0,,,
33,35,60,68,72,0,0,,,
33,35,60,69,70,0,0,,,
33,35,60,69,71,0,0,,,
33,35,60,69,72,0,0,,,
33,35,60,70,71,0,0,,,
33,35,60,70,72,0,0,,,
33,35,61,62,65,0,0,,,
33,35,61,62,66,0,0,,,
33,35,61,62,69,0,0,,,
33,35,61,62,70,0,0,,,
33,35,61,62,71,0,0,,,
33,35,61,62,72,0,0,,,
33,35,61,63,65,0,0,,,
33,35,61,63,66,0,0,,,
33,35,61,63,68,0,0,,,
33,35,61,63,69,0,0,,,
33,35,61,63,70,0,0,,,
33,35,61,63,71,0,0,,,
33,35,61,63,72,0,0,,,
33,35,61,64,65,0,0,,,
33,35,61,64,66,0,0,,,
33,35,61,64,69,0,0,,,
33,35,61,64,70,0,0,,,
33,35,61,64,71,0,0,,,
33,35,61,64,72,0,0,,,
33,35,61,65,66,0,0,,,
33,35,61,65,67,0,0,,,
33,35,61,65,68,0,0,,,
33,35,61,65,69,0,0,,,
33,35,61,65,70,0,0,,,
33,35,61,65,71,0,0,,,
33,35,61,65,72,0,0,,,
33,35,61,66,67,0,0,,,
33,35,61,66,68,0,0,,,
33,35,61,66,69,0,0,,,
33,35,61,66,70,0,0,,,
33,35,61,66,71,0,0,,,
33,35,61,66,72,0,0,,,
33,35,61,67,68,0,0,,,
33,35,61,67,69,0,0,,,
33,35,61,67,70,0,0,,,
33,35,61,67,71,0,0,,,
33,35,61,67,72,0,0,,,
33,35,61,68,69,0,0,,,
33,35,61,68,70,0,0,,,
33,35,61,68,71,0,0,,,
33,35,61,68,72,0,0,,,
33,35,61,69,70,0,0,,,
33,35,61,69,71,0,0,,,
33,35,61,69,72,0,0,,,
33,35,61,70,71,0,0,,,
33,35,61,70,72,0,0,,,
33,35,61,71,72,0,0,,,
33,35,62,63,66,0,0,,,
33,35,62,63,68,0,0,,,
33,35,62,63,69,0,0,,,
33,35,62,63,70,0,0,,,
33,35,62,63,71,0,0,,,
33,35,62,65,66,0,0,,,
33,35,62,65,69,0,0,,,
33,35,62,65,70,0,0,,,
33,35,62,65,72,0,0,,,
33,35,62,66,67,0,0,,,
33,35,62,66,68,0,0,,,
33,35,62,66,70,0,0,,,
33,35,62,66,71,0,0,,,
33,35,62,66,72,0,0,,,
33,35,62,67,70,0,0,,,
33,35,62,68,70,0,0,,,
33,35,62,68,72,0,0,,,
33,35,62,69,70,0,0,,,
33,35,62,69,71,0,0,,,
33,35,62,69,72,0,0,,,
33,35,62,70,71,0,0,,,
33,35,62,70,72,0,0,,,
33,35,63,64,65,0,0,,,
33,35,63,64,66,0,0,,,
33,35,63,64,70,0,0,,,
33,35,63,64,71,0,0,,,
33,35,63,64,72,0,0,,,
33,35,63,65,66,0,0,,,
33,35,63,65,67,0,0,,,
33,35,63,65,68,0,0,,,
33,35,63,65,69,0,0,,,
33,35,63,65,70,0,0,,,
33,35,63,65,71,0,0,,,
33,35,63,65,72,0,0,,,
33,35,63,66,67,0,0,,,
33,35,63,66,68,0,0,,,
33,35,63,66,69,0,0,,,
33,35,63,66,70,0,0,,,
33,35,63,66,71,0,0,,,
33,35,63,66,72,0,0,,,
33,35,63,68,70,0,0,,,
33,35,63,68,71,0,0,,,
33,35,63,68,72,0,0,,,
33,35,63,69,70,0,0,,,
33,35,63,69,71,0,0,,,
33,35,63,69,72,0,0,,,
33,35,63,70,71,0,0,,,
33,35,63,70,72,0,0,,,
33,35,63,71,72,0,0,,,
33,35,64,65,66,0,0,,,
33,35,64,65,69,0,0,,,
33,35,64,65,70,0,0,,,
33,35,64,65,72,0,0,,,
33,35,64,66,67,0,0,,,
33,35,64,66,68,0,0,,,
33,35,64,66,70,0,0,,,
33,35,64,66,71,0,0,,,
33,35,64,66,72,0,0,,,
33,35,64,67,71,0,0,,,
33,35,64,68,70,0,0,,,
33,35,64,68,72,0,0,,,
33,35,64,69,70,0,0,,,
33,35,64,69,71,0,0,,,
33,35,64,69,72,0,0,,,
33,35,64,70,71,0,0,,,
33,35,64,70,72,0,0,,,
33,35,64,71,72,0,0,,,
33,35,65,66,67,0,0,,,
33,35,65,66,68,0,0,,,
33,35,65,66,69,0,0,,,
33,35,65,66,70,0,0,,,
33,35,65,66,71,0,0,,,
33,35,65,66,72,0,0,,,
33,35,65,67,68,0,0,,,
33,35,65,67,69,0,0,,,
33,35,65,67,70,0,0,,,
33,35,65,67,71,0,0,,,
33,35,65,67,72,0,0,,,
33,35,65,68,69,0,0,,,
33,35,65,68,70,0,0,,,
33,35,65,68,72,0,0,,,
33,35,65,69,70,0,0,,,
33,35,65,69,71,0,0,,,
33,35,65,69,72,0,0,,,
33,35,65,70,71,0,0,,,
33,35,65,70,72,0,0,,,
33,35,65,71,72,0,0,,,
33,35,66,67,68,0,0,,,
33,35,66,67,69,0,0,,,
33,35,66,67,70,0,0,,,
33,35,66,67,71,0,0,,,
33,35,66,67,72,0,0,,,
33,35,66,68,69,0,0,,,
33,35,66,68,70,0,0,,,
33,35,66,68,71,0,0,,,
33,35,66,68,72,0,0,,,
33,35,66,69,70,0,0,,,
33,35,66,69,71,0,0,,,
33,35,66,69,72,0,0,,,
33,35,66,70,71,0,0,,,
33,35,66,70,72,0,0,,,
33,35,66,71,72,0,0,,,
33,35,67,68,70,0,0,,,
33,35,67,68,71,0,0,,,
33,35,67,68,72,0,0,,,
33,35,67,69,70,0,0,,,
33,35,67,69,71,0,0,,,
33,35,67,69,72,0,0,,,
33,35,67,70,71,0,0,,,
33,35,67,70,72,0,0,,,
33,35,67,71,72,0,0,,,
33,35,68,69,70,0,0,,,
33,35,68,69,71,0,0,,,
33,35,68,69,72,0,0,,,
33,35,68,70,71,0,0,,,
33,35,68,70,72,0,0,,,
33,35,68,71,72,0,0,,,
33,35,69,70,71,0,0,,,
33,35,69,70,72,0,0,,,
33,35,69,71,72,0,0,,,
33,35,70,71,72,0,0,,,
33,48,57,58,59,0,0,,,
33,48,57,58,61,0,0,,,
33,48,57,58,63,0,0,,,
33,48,57,58,64,0,0,,,
33,48,57,58,65,0,0,,,
33,48,57,58,68,0,0,,,
33,48,57,58,69,0,0,,,
33,48,57,58,70,0,0,,,
33,48,57,58,71,0,0,,,
33,48,57,58,72,0,0,,,
33,48,57,59,60,0,0,,,
33,48,57,59,61,0,0,,,
33,48,57,59,62,0,0,,,
33,48,57,59,63,0,0,,,
33,48,57,59,64,0,0,,,
33,48,57,59,65,0,0,,,
33,48,57,59,66,0,0,,,
33,48,57,59,67,0,0,,,
33,48,57,59,68,0,0,,,
33,48,57,59,69,0,0,,,
33,48,57,59,70,0,0,,,
33,48,57,59,71,0,0,,,
33,48,57,59,72,0,0,,,
33,48,57,60,61,0,0,,,
33,48,57,60,63,0,0,,,
33,48,57,60,64,0,0,,,
33,48,57,60,65,0,0,,,
33,48,57,60,68,0,0,,,
33,48,57,60,69,0,0,,,
33,48,57,60,70,0,0,,,
33,48,57,60,71,0,0,,,
33,48,57,60,72,0,0,,,
33,48,57,61,62,0,0,,,
33,48,57,61,63,0,0,,,
33,48,57,61,64,0,0,,,
33,48,57,61,65,0,0,,,
33,48,57,61,66,0,0,,,
33,48,57,61,67,0,0,,,
33,48,57,61,68,0,0,,,
33,48,57,61,69,0,0,,,
33,48,57,61,70,0,0,,,
33,48,57,61,71,0,0,,,
33,48,57,61,72,0,0,,,
33,48,57,62,63,0,0,,,
33,48,57,62,64,0,0,,,
33,48,57,62,65,0,0,,,
33,48,57,62,68,0,0,,,
33,48,57,62,69,0,0,,,
33,48,57,62,70,0,0,,,
33,48,57,62,71,0,0,,,
33,48,57,62,72,0,0,,,
33,48,57,63,64,0,0,,,
33,48,57,63,65,0,0,,,
33,48,57,63,66,0,0,,,
33,48,57,63,67,0,0,,,
33,48,57,63,68,0,0,,,
33,48,57,63,69,0,0,,,
33,48,57,63,70,0,0,,,
33,48,57,63,71,0,0,,,
33,48,57,63,72,0,0,,,
33,48,57,64,65,0,0,,,
33,48,57,64,66,0,0,,,
33,48,57,64,67,0,0,,,
33,48,57,64,68,0,0,,,
33,48,57,64,69,0,0,,,
33,48,57,64,70,0,0,,,
33,48,57,64,71,0,0,,,
33,48,57,64,72,0,0,,,
33,48,57,65,66,0,0,,,
33,48,57,65,67,0,0,,,
33,48,57,65,68,0,0,,,
33,48,57,65,69,0,0,,,
33,48,57,65,70,0,0,,,
33,48,57,65,71,0,0,,,
33,48,57,65,72,0,0,,,
33,48,57,66,67,0,0,,,
33,48,57,66,68,0,0,,,
33,48,57,66,69,0,0,,,
33,48,57,66,70,0,0,,,
33,48,57,66,71,0,0,,,
33,48,57,66,72,0,0,,,
33,48,57,67,68,0,0,,,
33,48,57,67,69,0,0,,,
33,48,57,67,70,0,0,,,
33,48,57,67,71,0,0,,,
33,48,57,67,72,0,0,,,
33,48,57,68,69,0,0,,,
33,48,57,68,70,0,0,,,
33,48,57,68,71,0,0,,,
33,48,57,68,72,0,0,,,
33,48,57,69,70,0,0,,,
33,48,57,69,71,0,0,,,
33,48,57,69,72,0,0,,,
33,48,57,70,71,0,0,,,
33,48,57,70,72,0,0,,,
33,48,57,71,72,0,0,,,
33,48,58,59,61,0,0,,,
33,48,58,59,63,0,0,,,
33,48,58,59,64,0,0,,,
33,48,58,59,66,0,0,,,
33,48,58,59,68,0,0,,,
33,48,58,59,69,0,0,,,
33,48,58,59,70,0,0,,,
33,48,58,59,71,0,0,,,
33,48,58,59,72,0,0,,,
33,48,58,60,63,0,0,,,
33,48,58,60,64,0,0,,,
33,48,58,60,69,0,0,,,
33,48,58,60,70,0,0,,,
33,48,58,60,71,0,0,,,
33,48,58,60,72,0,0,,,
33,48,58,61,63,0,0,,,
33,48,58,61,64,0,0,,,
33,48,58,61,65,0,0,,,
33,48,58,61,66,0,0,,,
33,48,58,61,67,0,0,,,
33,48,58,61,68,0,0,,,
33,48,58,61,69,0,0,,,
33,48,58,61,70,0,0,,,
33,48,58,61,71,0,0,,,
33,48,58,61,72,0,0,,,
33,48,58,62,63,0,0,,,
33,48,58,62,64,0,0,,,
33,48,58,62,69,0,0,,,
33,48,58,62,70,0,0,,,
33,48,58,62,71,0,0,,,
33,48,58,62,72,0,0,,,
33,48,58,63,64,0,0,,,
33,48,58,63,65,0,0,,,
