year;ric;effect
2018;OPXS.PK;negative
2001;NANX.PK;negative
2009;AOLS.PK;negative
2010;AOLS.PK;negative
2010;AOLS.PK;negative
2011;AOLS.PK;negative
2012;AOLS.PK;negative
2004;LINK.O;negative
2001;LINK.O;negative
2002;LINK.O;negative
2003;LINK.O;negative
2004;LINK.O;negative
2005;LINK.O;negative
1998;LIVE.O;negative
1999;LIVE.O;negative
2000;LIVE.O;negative
2001;LIVE.O;negative
2002;LIVE.O;negative
2003;LIVE.O;negative
2004;LIVE.O;negative
2004;LIVE.O;negative
2005;LIVE.O;negative
2006;LIVE.O;negative
2007;LIVE.O;negative
2007;LIVE.O;negative
2008;LIVE.O;negative
2014;LIVE.O;negative
2015;LIVE.O;negative
2016;LIVE.O;negative
2017;LIVE.O;negative
2001;TKOI.PK;negative
2002;TKOI.PK;negative
2009;TKOI.PK;negative
2010;TKOI.PK;negative
2011;TKOI.PK;negative
2005;WDLF.PK;negative
2006;WDLF.PK;negative
2007;DYNR.PK;negative
2011;DYNR.PK;negative
2012;DYNR.PK;negative
2013;DYNR.PK;negative
2014;DYNR.PK;negative
2015;DYNR.PK;negative
2016;DYNR.PK;negative
2017;DYNR.PK;negative
2018;DYNR.PK;negative
2019;DYNR.PK;negative
2000;HCFL.PK;negative
2001;HCFL.PK;negative
2005;IAUS.PK;negative
2005;IAUS.PK;negative
2002;IAUS.PK;negative
1999;IAUS.PK;negative
2000;IAUS.PK;negative
2003;INUV.K;negative
2004;INUV.K;negative
2005;INUV.K;negative
1997;INUV.K;negative
1998;INUV.K;negative
2007;INUV.K;negative
2008;INUV.K;negative
2014;ICNVQ.PK;negative
2015;ICNVQ.PK;negative
1999;HMG;negative
2000;HMG;negative
2001;HMG;negative
2002;HMG;negative
2003;HMG;negative
2004;HMG;negative
2005;HMG;negative
2006;HMG;negative
2009;WIN.O;negative
2010;WIN.O;negative
2011;WIN.O;negative
2011;WIN.O;negative
2012;WIN.O;negative
2012;WIN.O;negative
2013;WIN.O;negative
2014;WIN.O;negative
2014;WIN.O;negative
2014;WIN.O;negative
2015;WIN.O;negative
2018;WIN.O;negative
2006;USPR.PK;negative
2007;USPR.PK;negative
2008;USPR.PK;negative
2008;USPR.PK;negative
2007;QMIS.PK;negative
2008;QMIS.PK;negative
2009;QMIS.PK;negative
2010;QMIS.PK;negative
2011;QMIS.PK;negative
2012;QMIS.PK;negative
2004;AMMJ.PK;negative
2005;AMMJ.PK;negative
2000;AMMJ.PK;negative
2001;AMMJ.PK;negative
2002;AMMJ.PK;negative
2012;AMMJ.PK;negative
2014;AMMJ.PK;negative
2005;BDCO.PK;negative
1998;ROYL.PK;negative
1999;ROYL.PK;negative
2000;ROYL.PK;negative
2011;ROYL.PK;negative
2012;ROYL.PK;negative
2012;ROYL.PK;negative
2013;ROYL.PK;negative
2012;ANAV.PK;negative
2015;ANAV.PK;negative
2008;LSCG.PK;negative
2009;LSCG.PK;negative
2010;LSCG.PK;negative
2014;LSCG.PK;negative
2012;ASCMA.O;negative
2010;ASCMA.O;negative
2011;ASCMA.O;negative
2012;ASCMA.O;negative
2002;PXFG.PK;negative
2003;PXFG.PK;negative
2004;PXFG.PK;negative
2005;PXFG.PK;negative
2004;PCGR.PK;negative
2005;PCGR.PK;negative
2009;FELP.K;negative
2010;FELP.K;negative
2004;UNIR.PK;negative
2005;UNIR.PK;negative
2004;ADMT.PK;negative
2005;ADMT.PK;negative
2005;ADMT.PK;negative
2017;ADMT.PK;negative
2017;ADMT.PK;negative
2005;AGSO.PK;negative
2006;AGSO.PK;negative
2011;DUOT.PK;negative
2006;ROKR.PK;negative
2012;BPSR.PK;negative
2013;BPSR.PK;negative
2012;BPSR.PK;negative
2013;BPSR.PK;negative
2007;PTX.O;negative
2008;PTX.O;negative
2013;PTX.O;negative
2009;IBIO.K;negative
2007;SLGD.PK;negative
1993;BSHI.PK;negative
1994;BSHI.PK;negative
1995;BSHI.PK;negative
1999;BNET.PK;negative
2000;BNET.PK;negative
2006;BNET.PK;negative
1999;BNET.PK;negative
2008;BNET.PK;negative
2009;BNET.PK;negative
2007;BNET.PK;negative
2008;BNET.PK;negative
2005;ATYG.PK;negative
2006;ATYG.PK;negative
2000;ATYG.PK;negative
2001;ATYG.PK;negative
2018;ANVV.PK;negative
2010;VRTA.PK;negative
2012;ZOOM.PK;negative
2013;ZOOM.PK;negative
2009;ZOOM.PK;negative
2003;LQWC.PK;negative
2004;LQWC.PK;negative
2007;LQWC.PK;negative
2002;TORM.PK;negative
2012;SPYR.PK;negative
2012;SPYR.PK;negative
2013;SPYR.PK;negative
2009;KBPH.PK;negative
2010;KBPH.PK;negative
2011;FRMA.PK;negative
2004;NNBP.PK;negative
2005;NNBP.PK;negative
2004;NNBP.PK;negative
2008;SOPK.PK;negative
2009;SOPK.PK;negative
2004;HOOB.PK;negative
2005;HOOB.PK;negative
2004;HOOB.PK;negative
2005;HOOB.PK;negative
1998;HOOB.PK;negative
1999;HOOB.PK;negative
2000;HOOB.PK;negative
2003;IBIN.PK;negative
2005;IBIN.PK;negative
2006;IBIN.PK;negative
2005;IBIN.PK;negative
2007;IBIN.PK;negative
2008;IBIN.PK;negative
2008;IBIN.PK;negative
2001;PRTX.PK;negative
2002;PRTX.PK;negative
2005;EDIG.PK;negative
2007;EDIG.PK;negative
2007;DLPN.O;negative
2007;DLPN.O;negative
2008;DLPN.O;negative
2008;DLPN.O;negative
2009;DLPN.O;negative
2010;DLPN.O;negative
2011;DLPN.O;negative
2012;DLPN.O;negative
2007;ISIG.O;negative
2010;ISIG.O;negative
2011;ISIG.O;negative
2010;IDLM.PK;negative
2011;IDLM.PK;negative
2012;IDLM.PK;negative
2005;PNMXO.PK;negative
2000;SMDM.PK;negative
2001;SMDM.PK;negative
2002;SMDM.PK;negative
2002;SMDM.PK;negative
2003;SMDM.PK;negative
2004;GNPR.PK;negative
2005;GNPR.PK;negative
2006;GNPR.PK;negative
2006;GNPR.PK;negative
2007;GNPR.PK;negative
2008;GNPR.PK;negative
2016;ALYE.PK;negative
2017;ALYE.PK;negative
2018;ALYE.PK;negative
2007;HNTM.PK;negative
2000;HXBM.PK;negative
2002;HXBM.PK;negative
2011;EVOL.O;negative
2012;SUNW.O;negative
2016;SUNW.O;negative
2007;RMCP.PK;negative
2010;RMCP.PK;negative
2011;RMCP.PK;negative
2011;RMCP.PK;negative
2012;RMCP.PK;negative
2011;RMCP.PK;negative
2012;RMCP.PK;negative
2010;RMCP.PK;negative
2018;BBLS.PK;negative
2002;SYTED.PK;negative
2002;SYTED.PK;negative
2008;SYTED.PK;negative
2008;SYTED.PK;negative
2009;SYTED.PK;negative
2011;SYTED.PK;negative
2012;SYTED.PK;negative
2015;SYTED.PK;negative
2014;SYTED.PK;negative
2013;SYTED.PK;negative
2014;SYTED.PK;negative
2015;SYTED.PK;negative
2015;SYTED.PK;negative
2016;SYTED.PK;negative
2016;ASPZ.PK;negative
2014;WKLN.PK;negative
2015;WKLN.PK;negative
2006;VCSY.PK;negative
2007;VCSY.PK;negative
2008;VCSY.PK;negative
2012;VCSY.PK;negative
2002;MBVA.PK;negative
2013;JASN.O;negative
2014;JASN.O;negative
2014;JASN.O;negative
2016;JASN.O;negative
2017;JASN.O;negative
2003;UPCO.PK;negative
2004;UPCO.PK;negative
2005;HUSA.K;negative
2003;ENZN.PK;negative
2004;ENZN.PK;negative
2008;ENZN.PK;negative
2009;ENZN.PK;negative
2010;ENZN.PK;negative
2007;ENZN.PK;negative
2008;ENZN.PK;negative
2005;STRB.PK;negative
2006;STRB.PK;negative
2007;STRB.PK;negative
1999;FPCG.PK;negative
2000;FPCG.PK;negative
2001;FPCG.PK;negative
2012;VRME.PK;negative
2007;VRME.PK;negative
2012;TXSO.PK;negative
2013;TXSO.PK;negative
2007;CTCC.PK;negative
2003;HDVY.PK;negative
2001;DEST.O;negative
2002;DEST.O;negative
2003;DEST.O;negative
2004;DEST.O;negative
2007;NIMU.PK;negative
2008;NIMU.PK;negative
2009;NIMU.PK;negative
2006;TTLO.PK;negative
2007;TTLO.PK;negative
2007;TTLO.PK;negative
2008;TTLO.PK;negative
2009;TTLO.PK;negative
2010;TTLO.PK;negative
2011;TTLO.PK;negative
2010;TTLO.PK;negative
2011;TTLO.PK;negative
2007;TTLO.PK;negative
2008;TTLO.PK;negative
2009;TTLO.PK;negative
2010;TTLO.PK;negative
2011;TTLO.PK;negative
2006;TNRK.PK;negative
2007;ESOA.PK;negative
2008;ESOA.PK;negative
2009;ESOA.PK;negative
2011;PMXO.PK;negative
2009;ALRT.PK;negative
2017;CRCW.PK;negative
2018;CRCW.PK;negative
2012;MARA.O;negative
2015;AFBG.PK;negative
2013;AFBG.PK;negative
2013;IRIG.PK;negative
2008;GSLO.PK;negative
2010;CCOM.PK;negative
2011;CHUM.PK;negative
2012;CHUM.PK;negative
2017;IMUC.K;negative
2005;CFIN.PK;negative
2006;CFIN.PK;negative
2011;WIRX.PK;negative
2007;GWPC.PK;negative
2007;BKFG.PK;negative
2006;BKFG.PK;negative
2012;BKFG.PK;negative
2006;SARA.PK;negative
2007;SARA.PK;negative
2007;SARA.PK;negative
2008;SARA.PK;negative
2016;RASP.PK;negative
2016;MYO;negative
2005;FTLF.PK;negative
2008;FTLF.PK;negative
1999;AMTCQ.PK;negative
2000;AMTCQ.PK;negative
2008;AMTCQ.PK;negative
2016;NROM.PK;negative
2006;IVDN.PK;negative
2017;IVDN.PK;negative
2018;IVDN.PK;negative
2007;ARSC.PK;negative
2007;ARSC.PK;negative
2008;ARSC.PK;negative
2007;ARSC.PK;negative
2008;ARSC.PK;negative
2016;PRHL.PK;negative
2005;CARV.O;negative
2006;CARV.O;negative
2006;CARV.O;negative
2007;CARV.O;negative
2008;CARV.O;negative
2009;CARV.O;negative
2014;CARV.O;negative
2015;CARV.O;negative
2016;CARV.O;negative
2015;CARV.O;negative
2016;CARV.O;negative
2011;TIK;negative
2005;FRHV.PK;negative
2006;FRHV.PK;negative
2009;FRHV.PK;negative
2010;FRHV.PK;negative
2006;FRHV.PK;negative
2007;FRHV.PK;negative
2004;RVTI.PK;negative
2005;RVTI.PK;negative
2006;RVTI.PK;negative
2006;OVIT.PK;negative
2007;OVIT.PK;negative
2007;BDMS.PK;negative
2008;BDMS.PK;negative
2009;BDMS.PK;negative
2002;QRSM.PK;negative
2003;QRSM.PK;negative
2000;FCTOA.PK;negative
2003;FCTOA.PK;negative
2004;FCTOA.PK;negative
2005;FCTOA.PK;negative
2006;FCTOA.PK;negative
2016;EYEG.O;negative
2004;FLXT.PK;negative
1999;FLXT.PK;negative
2012;FLXT.PK;negative
2015;FLXT.PK;negative
2011;PEER.PK;negative
2012;PEER.PK;negative
2008;CMEY.PK;negative
2009;CMEY.PK;negative
2008;CMEY.PK;negative
2009;CMEY.PK;negative
2012;FGLD.PK;negative
2013;FGLD.PK;negative
2011;WRIT.PK;negative
2012;WRIT.PK;negative
2003;LODE.K;negative
2004;LODE.K;negative
2004;LODE.K;negative
2007;LODE.K;negative
2010;LODE.K;negative
2011;CBAI.PK;negative
2005;APDN.O;negative
2004;APDN.O;negative
2005;APDN.O;negative
2017;STAF.O;negative
2014;KAYS.PK;negative
2015;KAYS.PK;negative
2013;AUTR.PK;negative
2014;AUTR.PK;negative
2015;GTBP.PK;negative
2016;GTBP.PK;negative
2003;GTBP.PK;negative
2004;GTBP.PK;negative
2012;AHROQ.PK;negative
2001;BVSN.O;negative
2019;BVSN.O;negative
1999;AWSM.O;negative
2000;AWSM.O;negative
2001;AWSM.O;negative
2002;AWSM.O;negative
2003;AWSM.O;negative
2006;AWSM.O;negative
2017;AWSM.O;negative
2008;OXYS.PK;negative
2011;OXYS.PK;negative
2013;OXYS.PK;negative
2003;BKYI.O;negative
2004;BKYI.O;negative
2005;BKYI.O;negative
2004;BKYI.O;negative
2004;TOFB.PK;negative
2005;TOFB.PK;negative
2009;TOFB.PK;negative
2010;TOFB.PK;negative
2011;OMVE.PK;negative
2016;GRWC.PK;negative
2015;GRWC.PK;negative
2016;GRWC.PK;negative
2017;GRWC.PK;negative
2005;OHRP.O;negative
2006;OHRP.O;negative
2010;OHRP.O;negative
2011;OHRP.O;negative
2011;FCEL.O;negative
2012;FCEL.O;negative
2004;FCEL.O;negative
2005;FCEL.O;negative
2002;ASTC.O;negative
2003;ASTC.O;negative
2004;ASTC.O;negative
2005;ASTC.O;negative
2006;ASTC.O;negative
2007;ASTC.O;negative
2017;ASTC.O;negative
2013;BICB.PK;negative
2008;RHNO.PK;negative
2009;RHNO.PK;negative
2011;RHNO.PK;negative
2012;RHNO.PK;negative
2013;RHNO.PK;negative
2014;RHNO.PK;negative
2007;IDSA.O;negative
2005;MSHFQ.PK;negative
2006;MSHFQ.PK;negative
2007;MSHFQ.PK;negative
2016;RVA.AX;negative
2017;RVA.AX;negative
2006;INBI.PK;negative
2007;INBI.PK;negative
2006;INBI.PK;negative
2007;INBI.PK;negative
2008;INBI.PK;negative
2003;BMIN.PK;negative
2004;BMIN.PK;negative
2003;BMIN.PK;negative
2004;BMIN.PK;negative
1999;BMIN.PK;negative
2010;KRED.PK;negative
2011;KRED.PK;negative
2014;KRED.PK;negative
2003;TLVA.PK;negative
2004;TLVA.PK;negative
2005;TLVA.PK;negative
2004;TLVA.PK;negative
2005;TLVA.PK;negative
2001;TLVA.PK;negative
2001;TLVA.PK;negative
2002;TLVA.PK;negative
2006;TLVA.PK;negative
2007;TLVA.PK;negative
2007;TLVA.PK;negative
2013;EPGG.PK;negative
2015;IZEA.O;negative
2016;IZEA.O;negative
2017;IZEA.O;negative
2005;WHEN.PK;negative
2010;WHEN.PK;negative
2011;WHEN.PK;negative
2009;DMDD.PK;negative
2009;IMGX.PK;negative
2010;IMGX.PK;negative
2010;XBOR.PK;negative
2010;XBOR.PK;negative
2012;XBOR.PK;negative
2014;FNAM.PK;negative
2002;VIDE.PK;negative
2004;VIDE.PK;negative
2005;VIDE.PK;negative
2011;MDAV.PK;negative
2015;CNXS.PK;negative
2007;IVST.PK;negative
2008;IVST.PK;negative
2004;IVST.PK;negative
1998;FORD.O;negative
1999;FORD.O;negative
2000;FORD.O;negative
1999;FORD.O;negative
2000;FORD.O;negative
1996;FORD.O;negative
1997;FORD.O;negative
1998;FORD.O;negative
1999;FORD.O;negative
2013;FORD.O;negative
2005;RSAU.PK;negative
2006;RSAU.PK;negative
2016;CVLB.PK;negative
2017;CVLB.PK;negative
2018;CVLB.PK;negative
2012;GAMZ.PK;negative
2013;GAMZ.PK;negative
2002;ARTW.O;negative
2003;ARTW.O;negative
2004;ARTW.O;negative
2006;WISH.PK;negative
2007;WISH.PK;negative
2011;ADTM.PK;negative
2010;SSY;negative
2011;SSY;negative
2006;SSY;negative
2007;SSY;negative
2008;SSY;negative
2008;SSY;negative
2009;SSY;negative
2005;AMRH.O;negative
2006;AMRH.O;negative
2007;AMRH.O;negative
2008;AMRH.O;negative
2016;AMRH.O;negative
2009;DPDW.PK;negative
2010;DPDW.PK;negative
2015;DPDW.PK;negative
2003;ITEX.PK;negative
2004;ITEX.PK;negative
2005;ITEX.PK;negative
2006;ITEX.PK;negative
1992;ITEX.PK;negative
1993;ITEX.PK;negative
1994;ITEX.PK;negative
1995;ITEX.PK;negative
1996;ITEX.PK;negative
1997;ITEX.PK;negative
2008;ARCK.PK;negative
2010;ARCK.PK;negative
2017;ARCK.PK;negative
2018;ARCK.PK;negative
2009;DFFN.O;negative
2011;DFFN.O;negative
2012;DFFN.O;negative
2017;MAMP.PK;negative
2017;MAMP.PK;negative
2003;OPTT.O;negative
2004;OPTT.O;negative
2005;OPTT.O;negative
2017;OPTT.O;negative
2005;CAPC.PK;negative
2001;MGTI.PK;negative
2002;MGTI.PK;negative
2002;MGTI.PK;negative
1999;MGTI.PK;negative
2004;BVFL.PK;negative
2005;BVFL.PK;negative
2009;STWSQ.PK;negative
2010;STWSQ.PK;negative
2011;STWSQ.PK;negative
2000;GBCS.PK;negative
2001;GBCS.PK;negative
2002;GBCS.PK;negative
2011;GBCS.PK;negative
2012;GBCS.PK;negative
2012;STLY.PK;negative
2010;STLY.PK;negative
2011;STLY.PK;negative
2012;STLY.PK;negative
2013;STLY.PK;negative
2014;STLY.PK;negative
2014;STLY.PK;negative
2008;STTX.PK;negative
2009;STTX.PK;negative
2010;STTX.PK;negative
2009;ALQA.O;negative
2009;ALQA.O;negative
2018;ALQA.O;negative
2019;ALQA.O;negative
2002;APNI.PK;negative
2004;APNI.PK;negative
2005;APNI.PK;negative
2001;JANL.PK;negative
2002;JANL.PK;negative
2016;JANL.PK;negative
2017;JANL.PK;negative
2015;JANL.PK;negative
2016;JANL.PK;negative
2017;JANL.PK;negative
2015;JANL.PK;negative
2016;JANL.PK;negative
2017;JANL.PK;negative
2018;JANL.PK;negative
2004;GBR;negative
2005;GBR;negative
2003;RGUS.PK;negative
2003;RGUS.PK;negative
2011;PGRX.PK;negative
2012;PGRX.PK;negative
2013;PGRX.PK;negative
1999;ASZP.PK;negative
2000;ASZP.PK;negative
1999;ASZP.PK;negative
2000;ASZP.PK;negative
2008;ASZP.PK;negative
2009;ASZP.PK;negative
2010;ASZP.PK;negative
2014;NDRA.O;negative
2015;NDRA.O;negative
2007;BKOR.PK;negative
2017;SGMD.PK;negative
2018;SGMD.PK;negative
2011;NXGA.PK;negative
2012;NXGA.PK;negative
2006;ENDO.PK;negative
2005;ENDO.PK;negative
2006;ENDO.PK;negative
2009;KIDBQ.PK;negative
2008;KIDBQ.PK;negative
2009;KIDBQ.PK;negative
2010;KIDBQ.PK;negative
2011;KIDBQ.PK;negative
2008;KIDBQ.PK;negative
2009;KIDBQ.PK;negative
2010;KIDBQ.PK;negative
2011;KIDBQ.PK;negative
2012;KIDBQ.PK;negative
2000;CTIB.O;negative
2001;CTIB.O;negative
2003;CTIB.O;negative
2004;CTIB.O;negative
2005;CTIB.O;negative
2005;CTIB.O;negative
2003;PHLH.PK;negative
2006;PHLH.PK;negative
2005;NNVC.K;negative
2006;NNVC.K;negative
2000;UGNEQ.PK;negative
2001;UGNEQ.PK;negative
2010;UGNEQ.PK;negative
2011;UGNEQ.PK;negative
2012;UGNEQ.PK;negative
2003;IGOI.PK;negative
2004;IGOI.PK;negative
2005;IGOI.PK;negative
2000;RELV.O;negative
2004;ISAT.PK;negative
2005;ISAT.PK;negative
2004;ISAT.PK;negative
2001;ISAT.PK;negative
2009;ISAT.PK;negative
2010;ISAT.PK;negative
2001;LNKE.PK;negative
2002;LNKE.PK;negative
2003;LNKE.PK;negative
2006;CBGI.PK;negative
2007;CBGI.PK;negative
2007;CBGI.PK;negative
2008;ISLV.PK;negative
2006;ISLV.PK;negative
2007;ISLV.PK;negative
2008;ISLV.PK;negative
2009;ISLV.PK;negative
2010;ISLV.PK;negative
2015;GNUS.O;negative
2016;GNUS.O;negative
2001;SVXA.PK;negative
2005;SVXA.PK;negative
2006;SVXA.PK;negative
2006;SVXA.PK;negative
2007;SVXA.PK;negative
2006;SVXA.PK;negative
2007;SVXA.PK;negative
2005;SVXA.PK;negative
2006;SVXA.PK;negative
2007;SVXA.PK;negative
2008;SVXA.PK;negative
2015;ENDV.PK;negative
2015;GDSI.PK;negative
2003;KIWB.PK;negative
2004;KIWB.PK;negative
2005;KIWB.PK;negative
2001;KIWB.PK;negative
2011;KIWB.PK;negative
2004;KIWB.PK;negative
2011;KIWB.PK;negative
2012;KIWB.PK;negative
2014;KIWB.PK;negative
2000;TROV.O;negative
2001;TROV.O;negative
2002;TROV.O;negative
2003;TROV.O;negative
2004;TROV.O;negative
2005;TROV.O;negative
2018;FTWS.PK;negative
2003;ESCC.PK;negative
2003;ESCC.PK;negative
2004;ESCC.PK;negative
2005;ESCC.PK;negative
2003;ESCC.PK;negative
2004;ESCC.PK;negative
2005;ESCC.PK;negative
2006;ESCC.PK;negative
2005;ZONX.PK;negative
2009;ZONX.PK;negative
2008;ZONX.PK;negative
2008;ZONX.PK;negative
2009;ZONX.PK;negative
2010;ESWW.PK;negative
2013;ESWW.PK;negative
2005;TALN.PK;negative
2005;FNON.PK;negative
2006;FNON.PK;negative
2007;FNON.PK;negative
2004;GTII.PK;negative
2005;GTII.PK;negative
2004;GTII.PK;negative
2007;GTII.PK;negative
2008;GTII.PK;negative
2009;GTII.PK;negative
2010;GTII.PK;negative
2018;GTII.PK;negative
2015;NWMH.PK;negative
2014;RDTK.PK;negative
2015;RDTK.PK;negative
2016;RDTK.PK;negative
2002;SNSGF.PK;negative
2003;SNSGF.PK;negative
2000;SNSGF.PK;negative
2007;SNSGF.PK;negative
2006;SNSGF.PK;negative
2007;SNSGF.PK;negative
2004;FRLI.PK;negative
2005;FRLI.PK;negative
2004;FRLI.PK;negative
2005;FRLI.PK;negative
2006;FRLI.PK;negative
2013;MTST.PK;negative
1999;FIND.PK;negative
2000;FIND.PK;negative
2001;FIND.PK;negative
2002;FIND.PK;negative
2003;FIND.PK;negative
2004;FIND.PK;negative
2005;FIND.PK;negative
2001;FIND.PK;negative
2014;FIND.PK;negative
2015;IPDN.O;negative
2007;SELR.PK;negative
2008;SELR.PK;negative
2016;SELR.PK;negative
2008;BURG.O;negative
2009;BURG.O;negative
2011;BURG.O;negative
2012;BURG.O;negative
2017;BURG.O;negative
2015;ALAD.PK;negative
2016;ALAD.PK;negative
2000;SYN;negative
2001;SYN;negative
2008;FSTF.PK;negative
2003;INBP.PK;negative
2007;WIZD.PK;negative
2008;WIZD.PK;negative
2009;WIZD.PK;negative
2010;WIZD.PK;negative
2011;WIZD.PK;negative
2012;WIZD.PK;negative
2009;CDTI.O;negative
2003;SNMP.K;negative
2004;SNMP.K;negative
2011;SNMP.K;negative
2007;CPKA.PK;negative
2008;CPKA.PK;negative
2009;CPKA.PK;negative
2010;CPKA.PK;negative
2011;CPKA.PK;negative
1999;CPKA.PK;negative
2000;CPKA.PK;negative
2001;CPKA.PK;negative
2002;CPKA.PK;negative
2003;CPKA.PK;negative
2004;CPKA.PK;negative
2005;CPKA.PK;negative
2006;CPKA.PK;negative
2007;CPKA.PK;negative
2008;CPKA.PK;negative
2009;CPKA.PK;negative
2010;CPKA.PK;negative
2014;CPKA.PK;negative
2015;CPKA.PK;negative
2016;ORRP.PK;negative
2017;ORRP.PK;negative
2004;KWBT.PK;negative
2016;KWBT.PK;negative
2017;KWBT.PK;negative
2014;KWBT.PK;negative
2015;KWBT.PK;negative
2017;KWBT.PK;negative
2006;MFBP.PK;negative
2011;ADXS.O;negative
2012;ADXS.O;negative
2003;CLSI.PK;negative
2004;CLSI.PK;negative
2018;ATIS.O;negative
2018;ATIS.O;negative
2009;SES.O;negative
2016;SES.O;negative
2017;SES.O;negative
2002;NICH.PK;negative
2003;NICH.PK;negative
2004;NICH.PK;negative
2005;NICH.PK;negative
2004;NICH.PK;negative
2005;NICH.PK;negative
2006;NICH.PK;negative
2006;NICH.PK;negative
2007;NICH.PK;negative
2009;TACI.PK;negative
2017;RXII.O;negative
2014;BLTO.PK;negative
2015;BLTO.PK;negative
2001;AIGI.PK;negative
2005;DDSU.PK;negative
2006;CNWT.PK;negative
2007;CNWT.PK;negative
2007;CNWT.PK;negative
2006;CNWT.PK;negative
2007;CNWT.PK;negative
2006;RLBY.PK;negative
2007;CSTI.PK;negative
2004;MICR.K;negative
2005;MICR.K;negative
2006;MICR.K;negative
2007;MICR.K;negative
2012;MICR.K;negative
2017;ARTL.PK;negative
2018;ARTL.PK;negative
2017;PKPL.PK;negative
2011;UREE.PK;negative
2008;UREE.PK;negative
2013;UREE.PK;negative
2014;MNMT.PK;negative
2015;MNMT.PK;negative
2016;MNMT.PK;negative
2001;HCMC.PK;negative
2002;HCMC.PK;negative
2009;HCMC.PK;negative
2010;HCMC.PK;negative
2011;HCMC.PK;negative
2011;HCMC.PK;negative
2008;SUMR.O;negative
2019;SFHI.PK;negative
2006;ECOP.PK;negative
2007;ECOP.PK;negative
2011;EXPL.PK;negative
2012;EXPL.PK;negative
2013;EXPL.PK;negative
2014;EXPL.PK;negative
2016;EXPL.PK;negative
2001;BDR;negative
2002;BDR;negative
2003;BDR;negative
2004;BDR;negative
2003;AVPI.PK;negative
2004;AVPI.PK;negative
2005;AVPI.PK;negative
1999;AVPI.PK;negative
2006;YTEN.O;negative
2006;CYCC.O;negative
1997;CYCC.O;negative
1998;CYCC.O;negative
2007;CYCC.O;negative
2008;CYCC.O;negative
2009;CYCC.O;negative
2017;MHTX.PK;negative
2003;WLTGQ.PK;negative
2004;WLTGQ.PK;negative
2005;WLTGQ.PK;negative
2013;FGCO.PK;negative
2013;FGCO.PK;negative
2013;FGCO.PK;negative
2014;FGCO.PK;negative
2006;JUHL.PK;negative
2011;JUHL.PK;negative
2012;JUHL.PK;negative
2013;JUHL.PK;negative
2011;GACR.PK;negative
2012;GACR.PK;negative
2013;GACR.PK;negative
2008;VSMR.PK;negative
2009;VSMR.PK;negative
2009;VSMR.PK;negative
2010;VSMR.PK;negative
2011;VSMR.PK;negative
2006;VSMR.PK;negative
2007;VSMR.PK;negative
2008;VSMR.PK;negative
2009;VSMR.PK;negative
2010;VSMR.PK;negative
2011;VSMR.PK;negative
2016;TCNT.PK;negative
2017;TCNT.PK;negative
2004;SWCC.PK;negative
2000;LIVV.PK;negative
2001;LIVV.PK;negative
2002;LIVV.PK;negative
2003;LIVV.PK;negative
2004;LIVV.PK;negative
2005;LIVV.PK;negative
2006;LIVV.PK;negative
2007;LIVV.PK;negative
2008;LIVV.PK;negative
2006;UITA.PK;negative
2017;EFSH.PK;negative
2004;CAPV.PK;negative
2005;CAPV.PK;negative
2017;USEG.O;negative
2000;BTSR.PK;negative
2015;ADOM.O;negative
2004;LTTC.PK;negative
2007;LTTC.PK;negative
2006;LTTC.PK;negative
2005;LTTC.PK;negative
2006;LTTC.PK;negative
2011;LTTC.PK;negative
2003;DDXSQ.PK;negative
2000;DDXSQ.PK;negative
2001;DDXSQ.PK;negative
2002;DDXSQ.PK;negative
2003;DDXSQ.PK;negative
2012;BLTA.PK;negative
2015;BLTA.PK;negative
2013;NXGH.PK;negative
2012;NXGH.PK;negative
2013;NXGH.PK;negative
2014;NXGH.PK;negative
2015;NXGH.PK;negative
2017;NXGH.PK;negative
2008;ICNB.PK;negative
2009;ICNB.PK;negative
2010;ICNB.PK;negative
2013;ERBA.PK;negative
2014;ERBA.PK;negative
2015;ERBA.PK;negative
2007;AAIR.PK;negative
2006;AAIR.PK;negative
2007;AAIR.PK;negative
2010;AAIR.PK;negative
2011;AAIR.PK;negative
2012;AAIR.PK;negative
2012;AAIR.PK;negative
2003;TGC;negative
2004;TGC;negative
2017;CVAT.PK;negative
2002;NBDR.PK;negative
2003;WWR.O;negative
2004;WWR.O;negative
2012;WWR.O;negative
2013;WWR.O;negative
2015;WWR.O;negative
2002;USCS.PK;negative
2006;USCS.PK;negative
2007;USCS.PK;negative
2006;USCS.PK;negative
2007;USCS.PK;negative
2008;USCS.PK;negative
2008;USCS.PK;negative
2009;USCS.PK;negative
2010;USCS.PK;negative
2010;USCS.PK;negative
2011;USCS.PK;negative
2011;USCS.PK;negative
2012;USCS.PK;negative
2009;ZAAP.PK;negative
2010;ZAAP.PK;negative
2011;ZAAP.PK;negative
2012;ZAAP.PK;negative
2011;OROE.PK;negative
2010;OROE.PK;negative
2016;OROE.PK;negative
2015;MOJO.PK;negative
2009;AMRR.PK;negative
2008;MLER.PK;negative
2009;MLER.PK;negative
1999;LDSR.PK;negative
2000;MKTY.PK;negative
2001;MKTY.PK;negative
1997;MKTY.PK;negative
1998;MKTY.PK;negative
1999;MKTY.PK;negative
2002;BABB.PK;negative
2003;BABB.PK;negative
2007;CMPD.PK;negative
2010;FORU.PK;negative
2001;SOIS.PK;negative
2002;SOIS.PK;negative
