year;ric
2008;RWT
2009;RWT
2010;RWT
2011;RWT
2012;RWT
2013;RWT
2015;RWT
1999;REX
2000;REX
2001;REX
2002;REX
2003;REX
2004;REX
2005;REX
2006;REX
2007;REX
2008;REX
2009;REX
2010;REX
2011;REX
2012;REX
2013;REX
2000;TRXC.K
2006;TRXC.K
2007;TRXC.K
2012;TRXC.K
2014;TRXC.K
2015;TRXC.K
2015;CDEV.O
2004;HK
2005;HK
2010;HK
2011;HK
2012;HK
2014;HK
2013;TERP.O
2014;TERP.O
2015;TERP.O
2016;TERP.O
1998;AKR
2000;AKR
2001;AKR
2002;AKR
2003;AKR
2004;AKR
2005;AKR
2006;AKR
2007;AKR
2008;AKR
2009;AKR
2010;AKR
2011;AKR
2012;AKR
2013;AKR
2014;AKR
2015;AKR
2016;AKR
1998;DHIL.O
2000;DHIL.O
2002;DHIL.O
2004;DHIL.O
2005;DHIL.O
2010;DHIL.O
2011;DHIL.O
2001;EFR.TO
2002;EFR.TO
2005;EFR.TO
2007;EFR.TO
2010;EFR.TO
2011;EFR.TO
2014;EFR.TO
2015;EFR.TO
2000;IDSY.O
2002;IDSY.O
2003;IDSY.O
2004;IDSY.O
2005;IDSY.O
2006;IDSY.O
2012;IDSY.O
2011;HEAR.O
2013;HEAR.O
2015;HEAR.O
2008;CDXS.O
2009;CDXS.O
2012;CDXS.O
2010;PVBC.O
2011;PVBC.O
2012;PVBC.O
2013;PVBC.O
2014;PVBC.O
2015;PVBC.O
2016;PVBC.O
1998;IRIX.O
1999;IRIX.O
2000;IRIX.O
2002;IRIX.O
2003;IRIX.O
2009;IRIX.O
2010;IRIX.O
2011;IRIX.O
2002;BDSI.O
2006;BDSI.O
2007;BDSI.O
2014;BDSI.O
2016;BDSI.O
2013;BWB.O
2014;BWB.O
2015;BWB.O
2016;BWB.O
2000;CRK
2001;CRK
2002;CRK
2003;CRK
2005;CRK
2006;CRK
2007;CRK
2008;CRK
2009;CRK
2010;CRK
2011;CRK
2012;CRK
2013;CRK
2014;CRK
2014;BSM
2015;EDIT.O
2016;EDIT.O
2000;AXAS.O
2001;AXAS.O
2002;AXAS.O
2003;AXAS.O
2004;AXAS.O
2005;AXAS.O
2006;AXAS.O
2009;AXAS.O
2010;AXAS.O
2012;AXAS.O
2013;AXAS.O
2005;AYR
2006;AYR
2009;AYR
2010;AYR
2012;AYR
2014;AYR
2015;AYR
2016;AYR
1998;ATRS.O
2000;ATRS.O
2002;ATRS.O
2003;ATRS.O
2004;ATRS.O
2005;ATRS.O
2006;EFSI.PK
2007;EFSI.PK
2008;EFSI.PK
2009;EFSI.PK
2010;EFSI.PK
2011;EFSI.PK
2012;EFSI.PK
2013;EFSI.PK
2014;EFSI.PK
2015;EFSI.PK
2016;EFSI.PK
2005;BERK.PK
2006;BERK.PK
2010;BERK.PK
2013;BERK.PK
2008;GPT
2009;GPT
2010;GPT
2011;GPT
2012;GPT
2013;GPT
2014;GPT
2015;GPT
2016;GPT
2012;EGRX.O
2000;ADMP.O
2002;ADMP.O
2003;ADMP.O
2004;ADMP.O
2005;ADMP.O
2010;ADMP.O
2011;ADMP.O
2012;ADMP.O
2003;LSBK.O
2004;LSBK.O
2005;LSBK.O
2006;LSBK.O
2007;LSBK.O
2008;LSBK.O
2009;LSBK.O
2010;LSBK.O
2011;LSBK.O
2012;LSBK.O
2013;LSBK.O
2014;LSBK.O
2015;LSBK.O
2016;LSBK.O
2000;WINA.O
2001;WINA.O
2002;WINA.O
2003;WINA.O
2004;WINA.O
2005;WINA.O
2006;WINA.O
2007;WINA.O
2011;WINA.O
2014;WINA.O
2015;WINA.O
2016;WINA.O
2015;CVRS.K
1998;RGCO.O
2001;RGCO.O
2002;RGCO.O
2003;RGCO.O
2004;RGCO.O
2005;RGCO.O
2013;RGCO.O
2014;RGCO.O
2006;PZN
2010;PZN
1998;MBI
2002;MBI
2003;MBI
2004;MBI
2005;MBI
2006;MBI
2007;MBI
2008;MBI
2009;MBI
2010;MBI
2011;MBI
2012;MBI
2015;MBI
2003;RIGL.O
2004;RIGL.O
2005;RIGL.O
2012;RIGL.O
2013;RIGL.O
2004;WSR
2005;WSR
2006;WSR
2007;WSR
2008;WSR
2009;WSR
2010;WSR
2011;WSR
2012;WSR
2013;WSR
2015;WSR
2013;MBII.O
2015;MBII.O
2004;AHT
2005;AHT
2006;AHT
2007;AHT
2008;AHT
2009;AHT
2010;AHT
2011;AHT
2012;AHT
2013;AHT
2014;AHT
2015;AHT
2016;AHT
2016;IOTS.O
2013;BHR
2014;BHR
2015;BHR
2016;BHR
2001;EGY
2003;EGY
2004;EGY
2005;EGY
2006;EGY
2007;EGY
2008;EGY
2014;EGY
2015;EGY
2015;AINC.K
2016;AINC.K
1999;YORW.O
2000;YORW.O
2001;YORW.O
2002;YORW.O
2003;YORW.O
2004;YORW.O
2005;YORW.O
2007;YORW.O
2008;YORW.O
2010;YORW.O
2015;YORW.O
2015;KDMN.K
2014;KLIB.PK
2009;RLJ
2010;RLJ
2011;RLJ
2012;RLJ
2015;RLJ
2011;REXR.K
2012;REXR.K
2013;REXR.K
2014;REXR.K
2014;PDVW.O
2016;PDVW.O
2006;PFIE.O
2010;PFIE.O
2013;PFIE.O
2014;PFIE.O
2016;PFIE.O
2004;VBIV.O
2006;VBIV.O
2009;VBIV.O
2011;VBIV.O
2012;VBIV.O
2013;VBIV.O
1998;CFNB.PK
1999;CFNB.PK
2000;CFNB.PK
2001;CFNB.PK
2002;CFNB.PK
2003;CFNB.PK
2004;CFNB.PK
2005;CFNB.PK
2008;CFNB.PK
2009;CFNB.PK
2012;CFNB.PK
2013;CFNB.PK
2000;KINS.O
2001;KINS.O
2005;KINS.O
2006;KINS.O
2007;KINS.O
2008;KINS.O
2009;KINS.O
2004;AREX.O
2005;AREX.O
2006;AREX.O
2007;AREX.O
2010;AREX.O
2011;AREX.O
2013;AREX.O
2014;AREX.O
2009;SFBC.O
2010;SFBC.O
2011;SFBC.O
2012;SFBC.O
2013;SFBC.O
2014;SFBC.O
2015;SFBC.O
2016;SFBC.O
2008;CXP
2009;CXP
2010;CXP
2011;CXP
2012;CXP
2014;CXP
2008;TIER.K
2009;TIER.K
2010;TIER.K
2011;TIER.K
2012;TIER.K
2013;TIER.K
2014;TIER.K
2015;TIER.K
2007;NECB.PK
1998;ARWR.O
2004;ARWR.O
2005;ARWR.O
2006;ARWR.O
2007;ARWR.O
2008;ARWR.O
2009;ARWR.O
2010;ARWR.O
2011;ARWR.O
2012;ARWR.O
2001;DRRX.O
2002;DRRX.O
2006;DRRX.O
2007;DRRX.O
2008;DRRX.O
2009;DRRX.O
2014;DRRX.O
2015;DRRX.O
2002;MSON.O
2003;MSON.O
2004;MSON.O
2005;MSON.O
2007;MSON.O
2008;MSON.O
2009;MSON.O
2010;MSON.O
2011;MSON.O
2015;MSON.O
2004;BTX
2007;BTX
2008;BTX
2009;BTX
2010;BTX
2011;BTX
2014;BTX
2015;FFIF.L
2007;CCFN.PK
2001;USAT.O
2002;USAT.O
2004;USAT.O
2005;USAT.O
2007;USAT.O
2010;USAT.O
2011;USAT.O
2015;USAT.O
2016;USAT.O
1999;PNW
2000;PNW
2001;PNW
2002;PNW
2003;PNW
2004;PNW
2006;PNW
2007;PNW
2008;PNW
2009;PNW
2010;PNW
2014;PNW
2004;HIFS.O
2005;HIFS.O
2006;HIFS.O
2001;QUIK.O
1998;AGM
1999;AGM
2001;AGM
2002;AGM
2003;AGM
2004;AGM
2009;AGM
2013;AGM
2014;AGM
2016;AGM
2006;ACHN.O
2007;ACHN.O
2008;ACHN.O
2010;ACHN.O
2011;ACHN.O
2014;AL
2003;SBOW.K
2005;SBOW.K
2006;SBOW.K
2010;SBOW.K
2011;SBOW.K
2012;SBOW.K
2016;SBOW.K
1998;BCRX.O
2003;BCRX.O
2004;BCRX.O
2005;BCRX.O
2007;BCRX.O
2008;BCRX.O
2009;BCRX.O
2010;BCRX.O
2011;BCRX.O
2012;BCRX.O
2013;BCRX.O
2014;BCRX.O
2015;BCRX.O
2012;MDLY.K
2013;MDLY.K
2015;MDLY.K
2016;MDLY.K
2008;SRC
2009;SRC
2010;SRC
2011;SRC
2012;SRC
2013;SRC
2014;SRC
2014;CTSO.O
2015;CTSO.O
2016;CTSO.O
2013;PETX.O
2003;PRTK.O
2004;PRTK.O
2005;PRTK.O
2006;PRTK.O
2007;PRTK.O
2008;PRTK.O
2011;PRTK.O
2013;PRTK.O
2013;IRMD.O
2015;IRMD.O
2016;IRMD.O
1998;SLP.O
2010;SLP.O
2011;SLP.O
2014;SLP.O
2015;SLP.O
2010;CMRX.O
2011;CMRX.O
2012;CMRX.O
2015;CMRX.O
1998;IMMR.O
1999;IMMR.O
2001;IMMR.O
2002;IMMR.O
2003;IMMR.O
2004;IMMR.O
2006;IMMR.O
2007;IMMR.O
2011;IMMR.O
2012;IMMR.O
2005;MLVF.O
2010;MLVF.O
2013;MLVF.O
2014;MLVF.O
2011;OFED.O
2014;OFED.O
2014;STOR.K
2015;STOR.K
1998;PVAC.O
1999;PVAC.O
2000;PVAC.O
2001;PVAC.O
2004;PVAC.O
2007;PVAC.O
2008;PVAC.O
2009;PVAC.O
2011;PVAC.O
2014;PVAC.O
2014;FATE.O
1998;SIEB.O
1999;SIEB.O
2000;SIEB.O
2003;SIEB.O
2004;SIEB.O
2005;SIEB.O
2006;SIEB.O
2007;SIEB.O
2014;SIEB.O
2012;BKJ
2002;PBIP.O
2003;PBIP.O
2007;PBIP.O
2014;PBIP.O
2015;PBIP.O
2014;XXII.K
2013;ASMB.O
2011;TTPH.O
2012;TTPH.O
2013;ADVM.O
1999;ALX
2000;ALX
2001;ALX
2002;ALX
2003;ALX
2004;ALX
2007;ALX
2008;ALX
2009;ALX
2010;ALX
2011;ALX
2013;ALX
2003;PCYG.O
2005;PCYG.O
2006;PCYG.O
2009;PCYG.O
2011;PCYG.O
2015;PCYG.O
1998;BKSC.O
2000;BKSC.O
2003;BKSC.O
2004;BKSC.O
2009;BKSC.O
2010;BKSC.O
2011;NLNK.O
2014;NLNK.O
2000;CDR
2001;CDR
2002;CDR
2003;CDR
2004;CDR
2005;CDR
2006;CDR
2007;CDR
2008;CDR
2009;CDR
2010;CDR
2011;CDR
2012;CDR
2013;CDR
2015;CDR
2009;TGTX.O
2011;TGTX.O
2013;TGTX.O
2006;CDXC.O
2008;CDXC.O
2009;CDXC.O
2014;CDXC.O
2016;CDXC.O
2007;ROIC.O
2008;ROIC.O
2009;ROIC.O
2011;ROIC.O
2012;ROIC.O
2014;ROIC.O
2015;ROIC.O
2010;STAG.K
2011;STAG.K
2012;STAG.K
2013;STAG.K
2014;STAG.K
2015;STAG.K
2012;LADR.K
2013;LADR.K
2014;LADR.K
2005;SSC.O
2006;SSC.O
2008;SSC.O
2010;SSC.O
2012;SSC.O
2013;SSC.O
2016;SSC.O
2000;PKBK.O
2001;PKBK.O
2002;PKBK.O
2003;PKBK.O
2004;PKBK.O
2005;PKBK.O
2006;PKBK.O
2007;PKBK.O
2008;PKBK.O
2009;PKBK.O
2010;PKBK.O
2011;PKBK.O
2012;PKBK.O
2013;PKBK.O
2014;PKBK.O
2015;PKBK.O
2016;PKBK.O
2011;VSTM.O
1998;EGP
1999;EGP
2000;EGP
2001;EGP
2002;EGP
2003;EGP
2004;EGP
2005;EGP
2006;EGP
2007;EGP
2008;EGP
2009;EGP
2010;EGP
2011;EGP
2012;EGP
2014;EGP
2015;EGP
2015;LPG
2011;ZGNX.O
2013;ZGNX.O
2014;ZGNX.O
2015;ZGNX.O
2014;PIRS.O
2014;FBIO.O
2015;FBIO.O
2016;FBIO.O
2004;VULC.PK
2010;VULC.PK
2011;VULC.PK
2012;VULC.PK
2015;VULC.PK
2016;VULC.PK
2005;HTGC.K
2009;HTGC.K
2015;HTGC.K
2004;ADVC.PK
2006;ADVC.PK
2012;ADVC.PK
2000;NNN
2001;NNN
2002;NNN
2003;NNN
2004;NNN
2005;NNN
2006;NNN
2007;NNN
2008;NNN
2009;NNN
2010;NNN
2011;NNN
2012;NNN
2013;NNN
2014;NNN
2016;NNN
2004;MPW
2005;MPW
2006;MPW
2007;MPW
2008;MPW
2009;MPW
2010;MPW
2011;MPW
2012;MPW
2013;MPW
2014;MPW
2006;ATHX.O
2011;ATHX.O
2000;BFS
2002;BFS
2003;BFS
2004;BFS
2005;BFS
2007;BFS
2008;BFS
2009;BFS
2010;BFS
2011;BFS
2015;BFS
2005;GAIN.O
2007;GAIN.O
2008;GAIN.O
2009;GAIN.O
2010;GAIN.O
2011;GAIN.O
2012;GAIN.O
2015;GAIN.O
2002;GLAD.O
2003;GLAD.O
2004;GLAD.O
2005;GLAD.O
2010;GLAD.O
2011;GLAD.O
2015;GLAD.O
2014;LIVX.O
2016;KSHB.PK
1999;PGNX.O
2000;PGNX.O
2002;PGNX.O
2004;PGNX.O
2005;PGNX.O
2007;PGNX.O
2012;PGNX.O
2013;PGNX.O
2003;NRP
2004;NRP
2009;NRP
2012;NRP
2014;NRP
2015;NRP
2016;NRP
2004;URE.TO
2005;URE.TO
2006;URE.TO
2007;URE.TO
2008;URE.TO
2009;URE.TO
2010;URE.TO
2011;URE.TO
2012;URE.TO
2013;URE.TO
2014;URE.TO
2015;URE.TO
2016;URE.TO
1999;IWSY.PK
2001;IWSY.PK
2004;IWSY.PK
2005;IWSY.PK
2006;IWSY.PK
2013;DOC
2015;DOC
2016;DOC
2008;IOVA.O
2000;EPR
2001;EPR
2003;EPR
2004;EPR
2005;EPR
2006;EPR
2007;EPR
2008;EPR
2009;EPR
2010;EPR
2011;EPR
2012;EPR
2000;MCF
2002;MCF
2003;MCF
2004;MCF
2005;MCF
2006;MCF
2007;MCF
2009;MCF
2010;MCF
2011;MCF
2013;MCF
2012;MGEN.O
2013;MGEN.O
2016;MGEN.O
1998;IDRA.O
1999;IDRA.O
2000;IDRA.O
2001;IDRA.O
2002;IDRA.O
2003;IDRA.O
2005;IDRA.O
2006;IDRA.O
2007;IDRA.O
2008;IDRA.O
2010;IDRA.O
2004;TEUM.K
2006;TEUM.K
2007;TEUM.K
2008;TEUM.K
2012;TEUM.K
2013;TEUM.K
2014;TEUM.K
2011;SBRA.O
2012;SBRA.O
2013;SBRA.O
2015;SBRA.O
2016;SBRA.O
2010;VUZI.O
2011;VUZI.O
2012;VUZI.O
2014;VUZI.O
2013;ESQ.O
2014;ESQ.O
2015;ESQ.O
2016;ESQ.O
1998;POPE.O
1999;POPE.O
2000;POPE.O
2007;POPE.O
2008;POPE.O
2009;POPE.O
2010;POPE.O
2011;POPE.O
2014;POPE.O
2015;POPE.O
1998;OHI
1999;OHI
2001;OHI
2002;OHI
2003;OHI
2004;OHI
2005;OHI
2006;OHI
2014;OHI
2015;OHI
2014;LOXO.O
1998;LXP
1999;LXP
2000;LXP
2001;LXP
2002;LXP
2003;LXP
2004;LXP
2005;LXP
2006;LXP
2007;LXP
2008;LXP
2009;LXP
2010;LXP
2011;LXP
2012;LXP
2013;LXP
2014;LXP
2015;LXP
2006;MAIN.K
2008;MAIN.K
2011;MAIN.K
2012;MAIN.K
2016;MAIN.K
2006;ESTE.K
2007;ESTE.K
2014;ESTE.K
2015;ESTE.K
2016;AKTS.O
2014;ESPR.O
2008;AGNC.O
2009;AGNC.O
2010;AGNC.O
2011;AGNC.O
2012;AGNC.O
2013;AGNC.O
2014;AGNC.O
2015;AGNC.O
2016;AGNC.O
2009;APLE.K
2010;APLE.K
2011;APLE.K
2012;APLE.K
2014;APLE.K
2016;SRG
2005;CRDE.PK
2009;CRDE.PK
2014;CRDE.PK
2015;CRDE.PK
1999;MFA
2000;MFA
2001;MFA
2003;MFA
2004;MFA
2005;MFA
2007;MFA
2008;MFA
2015;MFA
2016;MFA
1998;EQC
1999;EQC
2000;EQC
2001;EQC
2002;EQC
2003;EQC
2004;EQC
2005;EQC
2006;EQC
2007;EQC
2008;EQC
2009;EQC
2010;EQC
2011;EQC
2012;EQC
2013;EQC
2014;EQC
2015;EQC
2003;MRTX.O
2004;MRTX.O
2006;MRTX.O
2007;MRTX.O
2008;MRTX.O
2009;MRTX.O
2010;MRTX.O
2011;MRTX.O
2012;MRTX.O
2013;MRTX.O
2015;XHR
2016;XHR
2000;HT
2001;HT
2002;HT
2003;HT
2004;HT
2005;HT
2006;HT
2007;HT
2008;HT
2009;HT
2010;HT
2011;HT
2012;HT
2013;HT
2014;HT
2015;HT
1999;UBA
2000;UBA
2001;UBA
2002;UBA
2003;UBA
2004;UBA
2005;UBA
2006;UBA
2008;UBA
2009;UBA
2010;UBA
2011;UBA
2012;UBA
2013;UBA
2015;UBA
2016;UBA
2014;TRVN.O
2013;CTRE.O
2014;CTRE.O
2015;CTRE.O
2016;CTRE.O
2002;SHO
2003;SHO
2004;SHO
2005;SHO
2006;SHO
2007;SHO
2008;SHO
2009;SHO
2010;SHO
2011;SHO
2014;SHO
2015;SHO
2009;INN
2010;INN
2011;INN
2012;INN
2013;INN
2015;INN
2012;ITCI.O
2015;ROSE.O
2016;ROSE.O
1998;STRS.O
1999;STRS.O
2000;STRS.O
2003;STRS.O
2004;STRS.O
2005;STRS.O
2006;STRS.O
2007;STRS.O
2010;STRS.O
2015;STRS.O
2013;HASI.K
2014;HASI.K
1998;JOE
1999;JOE
2000;JOE
2001;JOE
2002;JOE
2003;JOE
2004;JOE
2005;JOE
2006;JOE
2007;JOE
2008;JOE
2009;JOE
2012;JOE
2013;JOE
2015;JOE
2015;CRBP.O
2011;GWRS.O
2013;GWRS.O
2015;GWRS.O
2016;GWRS.O
2009;CYRX.O
2011;CLDT.K
2012;CLDT.K
2015;CLDT.K
2000;NVEC.O
2004;UEC
2005;UEC
2006;UEC
2007;UEC
2008;UEC
2009;UEC
2010;UEC
2011;UEC
2012;UEC
2013;UEC
2015;OFS.O
2010;ECYT.O
2001;GDP
2002;GDP
2003;GDP
2004;GDP
2005;GDP
2006;GDP
2007;GDP
2008;GDP
2009;GDP
2015;GDP
2003;ABEO.O
2004;ABEO.O
2008;ABEO.O
2011;ABEO.O
2014;ACRX.O
2012;GLYC.O
2013;GLYC.O
2013;HSM.TO
2014;HSM.TO
1998;LGND.O
1999;LGND.O
2000;LGND.O
2002;LGND.O
2003;LGND.O
2004;LGND.O
2005;LGND.O
2006;LGND.O
2008;LGND.O
2009;LGND.O
2011;LGND.O
2012;LGND.O
2014;LGND.O
2003;FSP
2004;FSP
2005;FSP
2006;FSP
2007;FSP
2009;FSP
2010;FSP
2011;FSP
2012;FSP
2015;FSP
2008;CELH.O
2011;CELH.O
2009;CIM
2010;CIM
2011;CIM
2016;MTEM.O
2011;REI
2014;REI
2015;REI
2013;STML.O
1998;SIGA.O
2008;SIGA.O
2010;SIGA.O
2011;SIGA.O
2012;SIGA.O
2013;SIGA.O
2016;SIGA.O
2000;LHO
2001;LHO
2002;LHO
2003;LHO
2004;LHO
2005;LHO
2006;LHO
2007;LHO
2008;LHO
2009;LHO
2014;LHO
2015;LHO
1998;HOFD.PK
1999;HOFD.PK
2000;HOFD.PK
2001;HOFD.PK
2002;HOFD.PK
2004;HOFD.PK
2006;HOFD.PK
2007;HOFD.PK
2009;HOFD.PK
2010;HOFD.PK
2012;HOFD.PK
2013;HOFD.PK
2016;HOFD.PK
2004;FOR
2005;FOR
2006;FOR
2007;FOR
2008;FOR
2009;FOR
2010;FOR
2011;FOR
2012;FOR
2013;FOR
2014;FOR
1998;COOL.O
2001;COOL.O
2002;COOL.O
2003;COOL.O
2004;COOL.O
2005;COOL.O
2008;COOL.O
2009;COOL.O
2016;COOL.O
1998;TPL
1999;TPL
2000;TPL
2001;TPL
2002;TPL
2003;TPL
2004;TPL
2005;TPL
2006;TPL
2007;TPL
2008;TPL
2009;TPL
2010;TPL
2011;TPL
2012;TPL
2013;TPL
2014;TPL
2015;TPL
2016;TPL
1998;ADC
2001;ADC
2002;ADC
2003;ADC
2004;ADC
2008;ADC
2009;ADC
2010;ADC
2011;ADC
2012;ADC
2014;ADC
2015;ADC
2016;ADC
2003;ARQL.O
2004;ARQL.O
2005;ARQL.O
2014;DEA
2015;DEA
2016;DEA
1998;GTY
2000;GTY
2001;GTY
2002;GTY
2003;GTY
2005;GTY
2006;GTY
2007;GTY
2008;GTY
2009;GTY
2010;GTY
2011;GTY
2012;GTY
2013;GTY
2014;GTY
2015;GTY
2016;GTY
1998;GRIF.O
1999;GRIF.O
2000;GRIF.O
2001;GRIF.O
2002;GRIF.O
2003;GRIF.O
2009;GRIF.O
2010;GRIF.O
2011;GRIF.O
2012;GRIF.O
2013;GRIF.O
2014;GRIF.O
2015;GRIF.O
2005;DRH
2006;DRH
2007;DRH
2008;DRH
2009;DRH
2010;DRH
2011;DRH
2012;DRH
2015;DRH
2016;DRH
2003;ADES.O
2007;ADES.O
2008;ADES.O
2010;ADES.O
2012;ADES.O
2015;ADES.O
2009;PEB
2010;PEB
2015;PEB
2001;LQMT.PK
2002;LQMT.PK
2003;LQMT.PK
2007;LQMT.PK
2009;LQMT.PK
2010;LQMT.PK
1998;FREVS.PK
1999;FREVS.PK
2000;FREVS.PK
2001;FREVS.PK
2002;FREVS.PK
2003;FREVS.PK
2004;FREVS.PK
2005;FREVS.PK
2006;FREVS.PK
2007;FREVS.PK
2008;FREVS.PK
2009;FREVS.PK
2010;FREVS.PK
2011;FREVS.PK
2012;FREVS.PK
2013;FREVS.PK
2014;FREVS.PK
2006;BBDC.K
2007;BBDC.K
2010;BBDC.K
2011;BBDC.K
2014;BBDC.K
2002;GTXI.O
2003;GTXI.O
2006;GTXI.O
2007;GTXI.O
2008;GTXI.O
2009;GTXI.O
2010;GTXI.O
2011;GTXI.O
2010;LLEX.K
2013;LLEX.K
2015;LLEX.K
2012;CBAY.O
2015;CBAY.O
2002;HMN
2003;HMN
2005;HMN
2006;HMN
2010;HMN
2011;HMN
2015;HMN
2016;HMN
2006;KCAP.O
2007;KCAP.O
2008;KCAP.O
2011;KCAP.O
2012;KCAP.O
2013;KCAP.O
2015;KCAP.O
2016;KCAP.O
2003;CMTX.PK
2004;CMTX.PK
2006;CMTX.PK
2007;CMTX.PK
2008;CMTX.PK
2009;CMTX.PK
2010;CMTX.PK
2015;CMTX.PK
2016;CMTX.PK
2003;DMLP.O
2004;DMLP.O
2005;DMLP.O
2015;DMLP.O
1998;RGLD.O
2000;RGLD.O
2001;RGLD.O
2004;RGLD.O
2005;RGLD.O
2007;RGLD.O
2008;RGLD.O
2009;RGLD.O
2011;RGLD.O
2012;RGLD.O
2014;RGLD.O
2015;RGLD.O
2016;RGLD.O
2005;SVRA.O
2006;SVRA.O
2016;SVRA.O
2012;OPRX.O
2013;OPRX.O
2010;TRNO.K
2011;TRNO.K
2012;TRNO.K
2011;ALBO.O
2012;ALBO.O
2001;PTN
2002;PTN
2003;PTN
2008;PTN
2015;PTN
2002;EYPT.O
2003;EYPT.O
2004;EYPT.O
2005;EYPT.O
2000;INFI.O
2002;INFI.O
2003;INFI.O
2004;INFI.O
2005;INFI.O
2006;INFI.O
2008;INFI.O
1998;LORL.O
1999;LORL.O
2000;LORL.O
2001;LORL.O
2002;LORL.O
2003;LORL.O
2004;LORL.O
2010;LORL.O
2011;LORL.O
2004;CPRX.O
2005;CPRX.O
2006;CPRX.O
2007;CPRX.O
2016;SBPH.O
1998;PICO.O
1999;PICO.O
2000;PICO.O
2001;PICO.O
2002;PICO.O
2003;PICO.O
2004;PICO.O
2005;PICO.O
2008;PICO.O
2009;PICO.O
2010;PICO.O
2011;PICO.O
2012;PICO.O
2013;PICO.O
2014;PICO.O
2015;PICO.O
2016;PICO.O
1999;VHC
2001;VHC
2002;VHC
2006;VHC
2010;VHC
2015;VHC
2016;VHC
2000;PHX
2001;PHX
2004;PHX
2005;PHX
2006;PHX
2007;PHX
2008;PHX
2009;PHX
2012;PHX
2014;PHX
2015;PHX
2016;PHX
2000;LTC
2001;LTC
2002;LTC
2003;LTC
2004;LTC
2005;LTC
2006;LTC
2007;LTC
2008;LTC
2009;LTC
2010;LTC
2011;LTC
2012;LTC
2013;LTC
2014;LTC
2014;RCKT.O
2016;RCKT.O
2014;YRIV.O
2014;HNNA.O
2015;HNNA.O
2016;HNNA.O
2003;NYMT.O
2004;NYMT.O
2005;NYMT.O
2006;NYMT.O
2007;NYMT.O
2008;NYMT.O
2010;NYMT.O
2012;NYMT.O
2013;NYMT.O
2015;NYMT.O
2009;CTT
2010;CTT
2014;CTT
2002;FRPH.O
2003;FRPH.O
2004;FRPH.O
2005;FRPH.O
2008;FRPH.O
2009;FRPH.O
2013;FRPH.O
2014;FRPH.O
2015;FRPH.O
2003;CSWC.O
2004;CSWC.O
2005;CSWC.O
2009;CSWC.O
2011;CSWC.O
2012;CSWC.O
2016;ADT
2006;NOG
2007;NOG
2008;NOG
2012;NOG
2015;NOG
2006;CORR.K
2007;CORR.K
2008;CORR.K
2009;CORR.K
2010;CORR.K
2015;CORR.K
2016;CCGN.PK
1998;DX
1999;DX
2000;DX
2001;DX
2002;DX
2003;DX
2007;DX
2008;DX
2009;DX
2010;DX
2012;DX
2015;DX
2016;DX
2005;GORO.K
2009;GORO.K
2010;GORO.K
2011;GORO.K
2012;GORO.K
2013;GORO.K
2014;GORO.K
2015;GORO.K
2016;GORO.K
2014;EIGR.O
2015;EIGR.O
2012;FPI
2013;FPI
2014;FPI
1999;GERN.O
2000;GERN.O
2001;GERN.O
2002;GERN.O
2003;GERN.O
2004;GERN.O
2005;GERN.O
2000;MLP
2001;MLP
2002;MLP
2003;MLP
2006;MLP
2008;MLP
2009;MLP
2010;MLP
2012;MLP
2013;MLP
2014;MLP
2011;AKOM.PK
2014;AKOM.PK
2015;AKOM.PK
2011;CHSP.K
2012;CHSP.K
2015;CHSP.K
2000;MNR
2001;MNR
2002;MNR
2003;MNR
2004;MNR
2005;MNR
2006;MNR
2007;MNR
2008;MNR
2009;MNR
2010;MNR
2011;MNR
2012;MNR
2013;MNR
2015;MNR
2016;MNR
1998;PDLI.O
1999;PDLI.O
2000;PDLI.O
2001;PDLI.O
2002;PDLI.O
2003;PDLI.O
2004;PDLI.O
2005;PDLI.O
2006;PDLI.O
2007;PDLI.O
2008;PDLI.O
2012;PDLI.O
2013;PDLI.O
2015;PDLI.O
1998;CTO
2003;CTO
2004;CTO
2005;CTO
2009;CTO
2010;CTO
2011;CTO
2012;CTO
2013;CTO
2014;CTO
2015;CTO
1998;CMO
1999;CMO
2000;CMO
2001;CMO
2002;CMO
2003;CMO
2004;CMO
2005;CMO
2006;CMO
2007;CMO
2008;CMO
2009;CMO
2010;CMO
2011;CMO
2012;CMO
2013;CMO
2014;CMO
2015;CMO
2016;CMO
1999;DS
2000;DS
2001;DS
2002;DS
2003;DS
2004;DS
2006;DS
2007;DS
2008;DS
2009;DS
2010;DS
2011;DS
2012;DS
2013;DS
2014;DS
2015;DS
2016;DS
2001;ACTG.O
2002;ACTG.O
2005;ACTG.O
2006;ACTG.O
2007;ACTG.O
2008;ACTG.O
2004;INVA.O
2005;INVA.O
2006;INVA.O
2012;INVA.O
2013;INVA.O
2015;INVA.O
2001;AI
2003;AI
2004;AI
2005;AI
2006;AI
2007;AI
2008;AI
2009;AI
2010;AI
2012;AI
2013;AI
2014;AI
2015;AI
2016;AI
2004;SOHO.O
2005;SOHO.O
2006;SOHO.O
2008;SOHO.O
2012;SOHO.O
2013;SOHO.O
2015;SOHO.O
2016;SOHO.O
2005;PCOA.PK
2006;PCOA.PK
2010;PCOA.PK
2011;PCOA.PK
2012;PCOA.PK
2000;PCYO.O
2001;PCYO.O
2002;PCYO.O
2003;PCYO.O
2007;PCYO.O
2014;PCYO.O
2015;PCYO.O
2010;NB.TO
2012;NB.TO
2013;NB.TO
2014;NB.TO
2015;NB.TO
