ric,year,all,relevant,relevant5%
LAZY.O,2012,0,0,0
LAZY.O,2013,0,0,0
LAZY.O,2014,0,0,0
LAZY.O,2015,0,0,0
LAZY.O,2016,0,0,0
SUNW.O,1998,0,0,0
SUNW.O,1999,0,0,0
SUNW.O,2000,0,0,0
SUNW.O,2001,0,0,0
SUNW.O,2002,0,0,0
SUNW.O,2003,0,0,0
SUNW.O,2004,0,0,0
SUNW.O,2005,0,0,0
SUNW.O,2006,0,0,0
SUNW.O,2007,1,1,0
SUNW.O,2008,1,0,0
SUNW.O,2009,0,0,0
SUNW.O,2010,0,0,0
SUNW.O,2011,0,0,0
SUNW.O,2012,0,0,0
SUNW.O,2013,0,0,0
SUNW.O,2014,0,0,0
SUNW.O,2015,0,0,0
SUNW.O,2016,0,0,0
IROQ.O,1998,0,0,0
IROQ.O,1999,0,0,0
IROQ.O,2000,0,0,0
IROQ.O,2001,0,0,0
IROQ.O,2002,0,0,0
IROQ.O,2003,0,0,0
IROQ.O,2004,0,0,0
IROQ.O,2005,0,0,0
IROQ.O,2006,0,0,0
IROQ.O,2007,0,0,0
IROQ.O,2008,0,0,0
IROQ.O,2009,0,0,0
IROQ.O,2010,0,0,0
IROQ.O,2011,1,1,1
IROQ.O,2012,0,0,0
IROQ.O,2013,0,0,0
IROQ.O,2014,0,0,0
IROQ.O,2015,0,0,0
IROQ.O,2016,0,0,0
TGC,1998,0,0,0
TGC,1999,1,1,0
TGC,2000,1,0,0
TGC,2001,0,0,0
TGC,2002,1,0,0
TGC,2003,0,0,0
TGC,2004,0,0,0
TGC,2005,0,0,0
TGC,2006,0,0,0
TGC,2007,1,0,0
TGC,2008,0,0,0
TGC,2009,1,0,0
TGC,2010,1,0,0
TGC,2011,1,0,0
TGC,2012,0,0,0
TGC,2013,0,0,0
TGC,2014,0,0,0
TGC,2015,1,0,0
TGC,2016,1,0,0
CFBK.O,1998,0,0,0
CFBK.O,1999,0,0,0
CFBK.O,2000,0,0,0
CFBK.O,2001,1,1,0
CFBK.O,2002,1,1,1
CFBK.O,2003,0,0,0
CFBK.O,2004,0,0,0
CFBK.O,2005,0,0,0
CFBK.O,2006,0,0,0
CFBK.O,2007,0,0,0
CFBK.O,2008,0,0,0
CFBK.O,2009,0,0,0
CFBK.O,2010,0,0,0
CFBK.O,2011,0,0,0
CFBK.O,2012,0,0,0
CFBK.O,2013,0,0,0
CFBK.O,2014,0,0,0
CFBK.O,2015,0,0,0
CFBK.O,2016,0,0,0
UBCP.O,1998,0,0,0
UBCP.O,1999,0,0,0
UBCP.O,2000,0,0,0
UBCP.O,2001,1,1,1
UBCP.O,2002,1,1,0
UBCP.O,2003,0,0,0
UBCP.O,2004,0,0,0
UBCP.O,2005,0,0,0
UBCP.O,2006,0,0,0
UBCP.O,2007,1,1,0
UBCP.O,2008,0,0,0
UBCP.O,2009,0,0,0
UBCP.O,2010,0,0,0
UBCP.O,2011,0,0,0
UBCP.O,2012,0,0,0
UBCP.O,2013,0,0,0
UBCP.O,2014,0,0,0
UBCP.O,2015,0,0,0
UBCP.O,2016,0,0,0
GNUS.O,1998,0,0,0
GNUS.O,1999,0,0,0
GNUS.O,2000,0,0,0
GNUS.O,2001,0,0,0
GNUS.O,2002,0,0,0
GNUS.O,2003,0,0,0
GNUS.O,2004,0,0,0
GNUS.O,2005,0,0,0
GNUS.O,2006,0,0,0
GNUS.O,2007,0,0,0
GNUS.O,2008,0,0,0
GNUS.O,2009,0,0,0
GNUS.O,2010,0,0,0
GNUS.O,2011,0,0,0
GNUS.O,2012,0,0,0
GNUS.O,2013,0,0,0
GNUS.O,2014,0,0,0
GNUS.O,2015,1,0,0
GNUS.O,2016,0,0,0
HVBC.O,1998,0,0,0
HVBC.O,1999,0,0,0
HVBC.O,2000,0,0,0
HVBC.O,2001,0,0,0
HVBC.O,2002,0,0,0
HVBC.O,2003,0,0,0
HVBC.O,2004,0,0,0
HVBC.O,2005,0,0,0
HVBC.O,2006,0,0,0
HVBC.O,2007,0,0,0
HVBC.O,2008,0,0,0
HVBC.O,2009,0,0,0
HVBC.O,2010,0,0,0
HVBC.O,2011,0,0,0
HVBC.O,2012,0,0,0
HVBC.O,2013,0,0,0
HVBC.O,2014,0,0,0
HVBC.O,2015,0,0,0
HVBC.O,2016,0,0,0
PRIF_pa.K,1998,0,0,0
PRIF_pa.K,1999,0,0,0
PRIF_pa.K,2000,0,0,0
PRIF_pa.K,2001,0,0,0
PRIF_pa.K,2002,0,0,0
PRIF_pa.K,2003,0,0,0
PRIF_pa.K,2004,0,0,0
PRIF_pa.K,2005,0,0,0
PRIF_pa.K,2006,0,0,0
PRIF_pa.K,2007,0,0,0
PRIF_pa.K,2008,0,0,0
PRIF_pa.K,2009,0,0,0
PRIF_pa.K,2010,0,0,0
PRIF_pa.K,2011,0,0,0
PRIF_pa.K,2012,0,0,0
PRIF_pa.K,2013,0,0,0
PRIF_pa.K,2014,0,0,0
PRIF_pa.K,2015,0,0,0
PRIF_pa.K,2016,0,0,0
NNVC.K,1998,0,0,0
NNVC.K,1999,0,0,0
NNVC.K,2000,0,0,0
NNVC.K,2001,0,0,0
NNVC.K,2002,0,0,0
NNVC.K,2003,0,0,0
NNVC.K,2004,0,0,0
NNVC.K,2005,0,0,0
NNVC.K,2006,0,0,0
NNVC.K,2007,1,1,0
NNVC.K,2008,0,0,0
NNVC.K,2009,0,0,0
NNVC.K,2010,0,0,0
NNVC.K,2011,0,0,0
NNVC.K,2012,0,0,0
NNVC.K,2013,1,0,0
NNVC.K,2014,0,0,0
NNVC.K,2015,0,0,0
NNVC.K,2016,0,0,0
CTRV.O,1998,0,0,0
CTRV.O,1999,0,0,0
CTRV.O,2000,0,0,0
CTRV.O,2001,0,0,0
CTRV.O,2002,0,0,0
CTRV.O,2003,0,0,0
CTRV.O,2004,0,0,0
CTRV.O,2005,0,0,0
CTRV.O,2006,0,0,0
CTRV.O,2007,0,0,0
CTRV.O,2008,0,0,0
CTRV.O,2009,0,0,0
CTRV.O,2010,0,0,0
CTRV.O,2011,0,0,0
CTRV.O,2012,0,0,0
CTRV.O,2013,0,0,0
CTRV.O,2014,0,0,0
CTRV.O,2015,0,0,0
CTRV.O,2016,0,0,0
BKTI.K,1998,0,0,0
BKTI.K,1999,0,0,0
BKTI.K,2000,0,0,0
BKTI.K,2001,0,0,0
BKTI.K,2002,0,0,0
BKTI.K,2003,0,0,0
BKTI.K,2004,0,0,0
BKTI.K,2005,0,0,0
BKTI.K,2006,0,0,0
BKTI.K,2007,0,0,0
BKTI.K,2008,1,1,1
BKTI.K,2009,0,0,0
BKTI.K,2010,0,0,0
BKTI.K,2011,0,0,0
BKTI.K,2012,0,0,0
BKTI.K,2013,0,0,0
BKTI.K,2014,0,0,0
BKTI.K,2015,0,0,0
BKTI.K,2016,0,0,0
SINO.O,1998,0,0,0
SINO.O,1999,0,0,0
SINO.O,2000,0,0,0
SINO.O,2001,0,0,0
SINO.O,2002,0,0,0
SINO.O,2003,0,0,0
SINO.O,2004,0,0,0
SINO.O,2005,0,0,0
SINO.O,2006,1,1,1
SINO.O,2007,1,0,0
SINO.O,2008,1,1,0
SINO.O,2009,0,0,0
SINO.O,2010,0,0,0
SINO.O,2011,1,1,1
SINO.O,2012,0,0,0
SINO.O,2013,1,0,0
SINO.O,2014,0,0,0
SINO.O,2015,0,0,0
SINO.O,2016,0,0,0
PBHC.O,1998,1,1,1
PBHC.O,1999,1,1,0
PBHC.O,2000,1,1,1
PBHC.O,2001,1,1,1
PBHC.O,2002,0,0,0
PBHC.O,2003,0,0,0
PBHC.O,2004,0,0,0
PBHC.O,2005,0,0,0
PBHC.O,2006,0,0,0
PBHC.O,2007,0,0,0
PBHC.O,2008,1,1,1
PBHC.O,2009,0,0,0
PBHC.O,2010,0,0,0
PBHC.O,2011,0,0,0
PBHC.O,2012,0,0,0
PBHC.O,2013,0,0,0
PBHC.O,2014,0,0,0
PBHC.O,2015,0,0,0
PBHC.O,2016,0,0,0
SLNO.O,1998,0,0,0
SLNO.O,1999,0,0,0
SLNO.O,2000,0,0,0
SLNO.O,2001,0,0,0
SLNO.O,2002,0,0,0
SLNO.O,2003,0,0,0
SLNO.O,2004,0,0,0
SLNO.O,2005,0,0,0
SLNO.O,2006,0,0,0
SLNO.O,2007,0,0,0
SLNO.O,2008,0,0,0
SLNO.O,2009,0,0,0
SLNO.O,2010,0,0,0
SLNO.O,2011,0,0,0
SLNO.O,2012,0,0,0
SLNO.O,2013,0,0,0
SLNO.O,2014,1,0,0
SLNO.O,2015,0,0,0
SLNO.O,2016,1,0,0
TCCO.O,1998,0,0,0
TCCO.O,1999,0,0,0
TCCO.O,2000,0,0,0
TCCO.O,2001,0,0,0
TCCO.O,2002,0,0,0
TCCO.O,2003,0,0,0
TCCO.O,2004,0,0,0
TCCO.O,2005,0,0,0
TCCO.O,2006,0,0,0
TCCO.O,2007,0,0,0
TCCO.O,2008,0,0,0
TCCO.O,2009,0,0,0
TCCO.O,2010,0,0,0
TCCO.O,2011,0,0,0
TCCO.O,2012,0,0,0
TCCO.O,2013,0,0,0
TCCO.O,2014,0,0,0
TCCO.O,2015,0,0,0
TCCO.O,2016,1,0,0
IDN,1998,0,0,0
IDN,1999,1,0,0
IDN,2000,0,0,0
IDN,2001,0,0,0
IDN,2002,0,0,0
IDN,2003,0,0,0
IDN,2004,1,0,0
IDN,2005,0,0,0
IDN,2006,0,0,0
IDN,2007,0,0,0
IDN,2008,1,1,0
IDN,2009,0,0,0
IDN,2010,0,0,0
IDN,2011,0,0,0
IDN,2012,0,0,0
IDN,2013,0,0,0
IDN,2014,0,0,0
IDN,2015,0,0,0
IDN,2016,0,0,0
TURN.O,1998,1,1,1
TURN.O,1999,0,0,0
TURN.O,2000,0,0,0
TURN.O,2001,0,0,0
TURN.O,2002,0,0,0
TURN.O,2003,0,0,0
TURN.O,2004,0,0,0
TURN.O,2005,1,0,0
TURN.O,2006,0,0,0
TURN.O,2007,0,0,0
TURN.O,2008,1,1,0
TURN.O,2009,0,0,0
TURN.O,2010,1,1,1
TURN.O,2011,1,1,1
TURN.O,2012,0,0,0
TURN.O,2013,0,0,0
TURN.O,2014,0,0,0
TURN.O,2015,0,0,0
TURN.O,2016,0,0,0
CODA.O,1998,0,0,0
CODA.O,1999,0,0,0
CODA.O,2000,0,0,0
CODA.O,2001,0,0,0
CODA.O,2002,0,0,0
CODA.O,2003,0,0,0
CODA.O,2004,0,0,0
CODA.O,2005,0,0,0
CODA.O,2006,1,0,0
CODA.O,2007,0,0,0
CODA.O,2008,1,1,1
CODA.O,2009,1,0,0
CODA.O,2010,0,0,0
CODA.O,2011,0,0,0
CODA.O,2012,0,0,0
CODA.O,2013,0,0,0
CODA.O,2014,0,0,0
CODA.O,2015,0,0,0
CODA.O,2016,0,0,0
IPIC.O,1998,0,0,0
IPIC.O,1999,0,0,0
IPIC.O,2000,0,0,0
IPIC.O,2001,0,0,0
IPIC.O,2002,0,0,0
IPIC.O,2003,0,0,0
IPIC.O,2004,0,0,0
IPIC.O,2005,0,0,0
IPIC.O,2006,0,0,0
IPIC.O,2007,0,0,0
IPIC.O,2008,0,0,0
IPIC.O,2009,0,0,0
IPIC.O,2010,0,0,0
IPIC.O,2011,0,0,0
IPIC.O,2012,0,0,0
IPIC.O,2013,0,0,0
IPIC.O,2014,0,0,0
IPIC.O,2015,0,0,0
IPIC.O,2016,0,0,0
YUMA.K,1998,0,0,0
YUMA.K,1999,0,0,0
YUMA.K,2000,1,1,0
YUMA.K,2001,0,0,0
YUMA.K,2002,1,0,0
YUMA.K,2003,0,0,0
YUMA.K,2004,0,0,0
YUMA.K,2005,1,1,0
YUMA.K,2006,1,1,0
YUMA.K,2007,1,1,0
YUMA.K,2008,1,1,0
YUMA.K,2009,0,0,0
YUMA.K,2010,1,1,0
YUMA.K,2011,1,0,0
YUMA.K,2012,1,1,1
YUMA.K,2013,1,1,1
YUMA.K,2014,1,1,0
YUMA.K,2015,1,1,1
YUMA.K,2016,0,0,0
HBK.O,1998,0,0,0
HBK.O,1999,0,0,0
HBK.O,2000,0,0,0
HBK.O,2001,0,0,0
HBK.O,2002,0,0,0
HBK.O,2003,0,0,0
HBK.O,2004,0,0,0
HBK.O,2005,0,0,0
HBK.O,2006,0,0,0
HBK.O,2007,0,0,0
HBK.O,2008,0,0,0
HBK.O,2009,0,0,0
HBK.O,2010,0,0,0
HBK.O,2011,0,0,0
HBK.O,2012,0,0,0
HBK.O,2013,0,0,0
HBK.O,2014,0,0,0
HBK.O,2015,0,0,0
HBK.O,2016,0,0,0
MTR,1998,0,0,0
MTR,1999,0,0,0
MTR,2000,0,0,0
MTR,2001,0,0,0
MTR,2002,0,0,0
MTR,2003,0,0,0
MTR,2004,0,0,0
MTR,2005,0,0,0
MTR,2006,0,0,0
MTR,2007,0,0,0
MTR,2008,0,0,0
MTR,2009,0,0,0
MTR,2010,0,0,0
MTR,2011,0,0,0
MTR,2012,0,0,0
MTR,2013,0,0,0
MTR,2014,0,0,0
MTR,2015,0,0,0
MTR,2016,0,0,0
BURG.O,1998,0,0,0
BURG.O,1999,0,0,0
BURG.O,2000,0,0,0
BURG.O,2001,0,0,0
BURG.O,2002,0,0,0
BURG.O,2003,0,0,0
BURG.O,2004,0,0,0
BURG.O,2005,0,0,0
BURG.O,2006,0,0,0
BURG.O,2007,0,0,0
BURG.O,2008,0,0,0
BURG.O,2009,0,0,0
BURG.O,2010,1,0,0
BURG.O,2011,1,0,0
BURG.O,2012,1,1,0
BURG.O,2013,0,0,0
BURG.O,2014,0,0,0
BURG.O,2015,1,1,0
BURG.O,2016,0,0,0
ESBK.O,1998,1,1,0
ESBK.O,1999,0,0,0
ESBK.O,2000,0,0,0
ESBK.O,2001,0,0,0
ESBK.O,2002,0,0,0
ESBK.O,2003,0,0,0
ESBK.O,2004,0,0,0
ESBK.O,2005,1,1,0
ESBK.O,2006,1,1,0
ESBK.O,2007,0,0,0
ESBK.O,2008,0,0,0
ESBK.O,2009,0,0,0
ESBK.O,2010,0,0,0
ESBK.O,2011,0,0,0
ESBK.O,2012,0,0,0
ESBK.O,2013,0,0,0
ESBK.O,2014,0,0,0
ESBK.O,2015,0,0,0
ESBK.O,2016,0,0,0
CHCI.O,1998,0,0,0
CHCI.O,1999,0,0,0
CHCI.O,2000,0,0,0
CHCI.O,2001,0,0,0
CHCI.O,2002,0,0,0
CHCI.O,2003,1,1,0
CHCI.O,2004,0,0,0
CHCI.O,2005,1,0,0
CHCI.O,2006,0,0,0
CHCI.O,2007,1,0,0
CHCI.O,2008,1,0,0
CHCI.O,2009,1,0,0
CHCI.O,2010,0,0,0
CHCI.O,2011,1,0,0
CHCI.O,2012,0,0,0
CHCI.O,2013,1,0,0
CHCI.O,2014,0,0,0
CHCI.O,2015,1,0,0
CHCI.O,2016,0,0,0
CUO,1998,1,0,0
CUO,1999,1,1,0
CUO,2000,1,1,0
CUO,2001,1,0,0
CUO,2002,1,0,0
CUO,2003,1,0,0
CUO,2004,0,0,0
CUO,2005,0,0,0
CUO,2006,0,0,0
CUO,2007,0,0,0
CUO,2008,1,0,0
CUO,2009,0,0,0
CUO,2010,1,1,1
CUO,2011,1,0,0
CUO,2012,1,0,0
CUO,2013,0,0,0
CUO,2014,1,1,1
CUO,2015,1,0,0
CUO,2016,0,0,0
JRSH.O,1998,0,0,0
JRSH.O,1999,0,0,0
JRSH.O,2000,0,0,0
JRSH.O,2001,0,0,0
JRSH.O,2002,0,0,0
JRSH.O,2003,0,0,0
JRSH.O,2004,0,0,0
JRSH.O,2005,0,0,0
JRSH.O,2006,0,0,0
JRSH.O,2007,0,0,0
JRSH.O,2008,0,0,0
JRSH.O,2009,0,0,0
JRSH.O,2010,0,0,0
JRSH.O,2011,0,0,0
JRSH.O,2012,0,0,0
JRSH.O,2013,0,0,0
JRSH.O,2014,0,0,0
JRSH.O,2015,0,0,0
JRSH.O,2016,0,0,0
HMTA.O,1998,0,0,0
HMTA.O,1999,0,0,0
HMTA.O,2000,0,0,0
HMTA.O,2001,0,0,0
HMTA.O,2002,0,0,0
HMTA.O,2003,0,0,0
HMTA.O,2004,0,0,0
HMTA.O,2005,0,0,0
HMTA.O,2006,0,0,0
HMTA.O,2007,0,0,0
HMTA.O,2008,0,0,0
HMTA.O,2009,0,0,0
HMTA.O,2010,0,0,0
HMTA.O,2011,0,0,0
HMTA.O,2012,0,0,0
HMTA.O,2013,0,0,0
HMTA.O,2014,0,0,0
HMTA.O,2015,0,0,0
HMTA.O,2016,0,0,0
HEB,1998,0,0,0
HEB,1999,1,1,1
HEB,2000,0,0,0
HEB,2001,0,0,0
HEB,2002,0,0,0
HEB,2003,1,1,1
HEB,2004,1,1,1
HEB,2005,0,0,0
HEB,2006,0,0,0
HEB,2007,0,0,0
HEB,2008,0,0,0
HEB,2009,0,0,0
HEB,2010,0,0,0
HEB,2011,0,0,0
HEB,2012,1,0,0
HEB,2013,0,0,0
HEB,2014,1,1,0
HEB,2015,0,0,0
HEB,2016,0,0,0
AZRX.O,1998,0,0,0
AZRX.O,1999,0,0,0
AZRX.O,2000,0,0,0
AZRX.O,2001,0,0,0
AZRX.O,2002,0,0,0
AZRX.O,2003,0,0,0
AZRX.O,2004,0,0,0
AZRX.O,2005,0,0,0
AZRX.O,2006,0,0,0
AZRX.O,2007,0,0,0
AZRX.O,2008,0,0,0
AZRX.O,2009,0,0,0
AZRX.O,2010,0,0,0
AZRX.O,2011,0,0,0
AZRX.O,2012,0,0,0
AZRX.O,2013,0,0,0
AZRX.O,2014,0,0,0
AZRX.O,2015,1,1,1
AZRX.O,2016,0,0,0
LODE.K,1998,0,0,0
LODE.K,1999,0,0,0
LODE.K,2000,0,0,0
LODE.K,2001,0,0,0
LODE.K,2002,0,0,0
LODE.K,2003,1,1,1
LODE.K,2004,0,0,0
LODE.K,2005,0,0,0
LODE.K,2006,0,0,0
LODE.K,2007,1,1,1
LODE.K,2008,1,1,0
LODE.K,2009,0,0,0
LODE.K,2010,1,0,0
LODE.K,2011,1,0,0
LODE.K,2012,0,0,0
LODE.K,2013,0,0,0
LODE.K,2014,0,0,0
LODE.K,2015,0,0,0
LODE.K,2016,0,0,0
PYDS.O,1998,0,0,0
PYDS.O,1999,1,1,0
PYDS.O,2000,1,1,0
PYDS.O,2001,1,1,1
PYDS.O,2002,1,1,1
PYDS.O,2003,0,0,0
PYDS.O,2004,0,0,0
PYDS.O,2005,0,0,0
PYDS.O,2006,0,0,0
PYDS.O,2007,0,0,0
PYDS.O,2008,0,0,0
PYDS.O,2009,0,0,0
PYDS.O,2010,1,1,1
PYDS.O,2011,0,0,0
PYDS.O,2012,0,0,0
PYDS.O,2013,0,0,0
PYDS.O,2014,1,0,0
PYDS.O,2015,0,0,0
PYDS.O,2016,0,0,0
PDEX.O,1998,0,0,0
PDEX.O,1999,1,0,0
PDEX.O,2000,0,0,0
PDEX.O,2001,0,0,0
PDEX.O,2002,0,0,0
PDEX.O,2003,0,0,0
PDEX.O,2004,0,0,0
PDEX.O,2005,0,0,0
PDEX.O,2006,0,0,0
PDEX.O,2007,0,0,0
PDEX.O,2008,1,0,0
PDEX.O,2009,0,0,0
PDEX.O,2010,1,0,0
PDEX.O,2011,0,0,0
PDEX.O,2012,0,0,0
PDEX.O,2013,0,0,0
PDEX.O,2014,0,0,0
PDEX.O,2015,1,0,0
PDEX.O,2016,1,0,0
BHTG.O,1998,0,0,0
BHTG.O,1999,0,0,0
BHTG.O,2000,0,0,0
BHTG.O,2001,0,0,0
BHTG.O,2002,0,0,0
BHTG.O,2003,0,0,0
BHTG.O,2004,0,0,0
BHTG.O,2005,0,0,0
BHTG.O,2006,0,0,0
BHTG.O,2007,0,0,0
BHTG.O,2008,0,0,0
BHTG.O,2009,0,0,0
BHTG.O,2010,0,0,0
BHTG.O,2011,0,0,0
BHTG.O,2012,0,0,0
BHTG.O,2013,0,0,0
BHTG.O,2014,0,0,0
BHTG.O,2015,0,0,0
BHTG.O,2016,0,0,0
OSS.O,1998,0,0,0
OSS.O,1999,0,0,0
OSS.O,2000,0,0,0
OSS.O,2001,0,0,0
OSS.O,2002,0,0,0
OSS.O,2003,0,0,0
OSS.O,2004,0,0,0
OSS.O,2005,0,0,0
OSS.O,2006,0,0,0
OSS.O,2007,0,0,0
OSS.O,2008,0,0,0
OSS.O,2009,0,0,0
OSS.O,2010,0,0,0
OSS.O,2011,0,0,0
OSS.O,2012,0,0,0
OSS.O,2013,0,0,0
OSS.O,2014,0,0,0
OSS.O,2015,0,0,0
OSS.O,2016,0,0,0
ASV.O,1998,0,0,0
ASV.O,1999,0,0,0
ASV.O,2000,0,0,0
ASV.O,2001,0,0,0
ASV.O,2002,0,0,0
ASV.O,2003,0,0,0
ASV.O,2004,0,0,0
ASV.O,2005,0,0,0
ASV.O,2006,0,0,0
ASV.O,2007,0,0,0
ASV.O,2008,0,0,0
ASV.O,2009,0,0,0
ASV.O,2010,0,0,0
ASV.O,2011,0,0,0
ASV.O,2012,0,0,0
ASV.O,2013,0,0,0
ASV.O,2014,0,0,0
ASV.O,2015,0,0,0
ASV.O,2016,0,0,0
BYFC.O,1998,1,1,1
BYFC.O,1999,0,0,0
BYFC.O,2000,0,0,0
BYFC.O,2001,1,1,1
BYFC.O,2002,1,1,1
BYFC.O,2003,0,0,0
BYFC.O,2004,1,1,0
BYFC.O,2005,0,0,0
BYFC.O,2006,1,1,0
BYFC.O,2007,0,0,0
BYFC.O,2008,0,0,0
BYFC.O,2009,0,0,0
BYFC.O,2010,1,1,1
BYFC.O,2011,0,0,0
BYFC.O,2012,0,0,0
BYFC.O,2013,1,1,0
BYFC.O,2014,0,0,0
BYFC.O,2015,0,0,0
BYFC.O,2016,0,0,0
INOD.O,1998,0,0,0
INOD.O,1999,0,0,0
INOD.O,2000,0,0,0
INOD.O,2001,0,0,0
INOD.O,2002,0,0,0
INOD.O,2003,0,0,0
INOD.O,2004,0,0,0
INOD.O,2005,1,1,0
INOD.O,2006,1,1,0
INOD.O,2007,1,0,0
INOD.O,2008,1,0,0
INOD.O,2009,1,0,0
INOD.O,2010,0,0,0
INOD.O,2011,0,0,0
INOD.O,2012,0,0,0
INOD.O,2013,0,0,0
INOD.O,2014,0,0,0
INOD.O,2015,1,0,0
INOD.O,2016,0,0,0
ESNC.K,1998,0,0,0
ESNC.K,1999,0,0,0
ESNC.K,2000,0,0,0
ESNC.K,2001,0,0,0
ESNC.K,2002,0,0,0
ESNC.K,2003,0,0,0
ESNC.K,2004,0,0,0
ESNC.K,2005,0,0,0
ESNC.K,2006,0,0,0
ESNC.K,2007,0,0,0
ESNC.K,2008,0,0,0
ESNC.K,2009,0,0,0
ESNC.K,2010,0,0,0
ESNC.K,2011,0,0,0
ESNC.K,2012,0,0,0
ESNC.K,2013,0,0,0
ESNC.K,2014,1,0,0
ESNC.K,2015,0,0,0
ESNC.K,2016,1,0,0
JAGX.O,1998,0,0,0
JAGX.O,1999,0,0,0
JAGX.O,2000,0,0,0
JAGX.O,2001,0,0,0
JAGX.O,2002,0,0,0
JAGX.O,2003,0,0,0
JAGX.O,2004,0,0,0
JAGX.O,2005,0,0,0
JAGX.O,2006,0,0,0
JAGX.O,2007,0,0,0
JAGX.O,2008,0,0,0
JAGX.O,2009,0,0,0
JAGX.O,2010,0,0,0
JAGX.O,2011,0,0,0
JAGX.O,2012,0,0,0
JAGX.O,2013,0,0,0
JAGX.O,2014,1,0,0
JAGX.O,2015,0,0,0
JAGX.O,2016,0,0,0
OTTW.O,1998,0,0,0
OTTW.O,1999,0,0,0
OTTW.O,2000,0,0,0
OTTW.O,2001,0,0,0
OTTW.O,2002,0,0,0
OTTW.O,2003,0,0,0
OTTW.O,2004,0,0,0
OTTW.O,2005,0,0,0
OTTW.O,2006,0,0,0
OTTW.O,2007,0,0,0
OTTW.O,2008,0,0,0
OTTW.O,2009,0,0,0
OTTW.O,2010,0,0,0
OTTW.O,2011,0,0,0
OTTW.O,2012,0,0,0
OTTW.O,2013,0,0,0
OTTW.O,2014,0,0,0
OTTW.O,2015,0,0,0
OTTW.O,2016,0,0,0
QBAK.O,1998,0,0,0
QBAK.O,1999,0,0,0
QBAK.O,2000,0,0,0
QBAK.O,2001,0,0,0
QBAK.O,2002,0,0,0
QBAK.O,2003,0,0,0
QBAK.O,2004,0,0,0
QBAK.O,2005,1,0,0
QBAK.O,2006,0,0,0
QBAK.O,2007,0,0,0
QBAK.O,2008,1,1,1
QBAK.O,2009,0,0,0
QBAK.O,2010,0,0,0
QBAK.O,2011,0,0,0
QBAK.O,2012,0,0,0
QBAK.O,2013,0,0,0
QBAK.O,2014,0,0,0
QBAK.O,2015,0,0,0
QBAK.O,2016,0,0,0
VBFC.O,1998,0,0,0
VBFC.O,1999,0,0,0
VBFC.O,2000,0,0,0
VBFC.O,2001,0,0,0
VBFC.O,2002,0,0,0
VBFC.O,2003,0,0,0
VBFC.O,2004,0,0,0
VBFC.O,2005,0,0,0
VBFC.O,2006,0,0,0
VBFC.O,2007,0,0,0
VBFC.O,2008,1,1,1
VBFC.O,2009,1,1,1
VBFC.O,2010,1,1,1
VBFC.O,2011,0,0,0
VBFC.O,2012,1,0,0
VBFC.O,2013,1,1,0
VBFC.O,2014,0,0,0
VBFC.O,2015,0,0,0
VBFC.O,2016,0,0,0
HCCHU.O,1998,0,0,0
HCCHU.O,1999,0,0,0
HCCHU.O,2000,0,0,0
HCCHU.O,2001,0,0,0
HCCHU.O,2002,0,0,0
HCCHU.O,2003,0,0,0
HCCHU.O,2004,0,0,0
HCCHU.O,2005,0,0,0
HCCHU.O,2006,0,0,0
HCCHU.O,2007,0,0,0
HCCHU.O,2008,0,0,0
HCCHU.O,2009,0,0,0
HCCHU.O,2010,0,0,0
HCCHU.O,2011,0,0,0
HCCHU.O,2012,0,0,0
HCCHU.O,2013,0,0,0
HCCHU.O,2014,0,0,0
HCCHU.O,2015,0,0,0
HCCHU.O,2016,0,0,0
PIY,1998,0,0,0
PIY,1999,0,0,0
PIY,2000,0,0,0
PIY,2001,0,0,0
PIY,2002,0,0,0
PIY,2003,0,0,0
PIY,2004,0,0,0
PIY,2005,0,0,0
PIY,2006,0,0,0
PIY,2007,0,0,0
PIY,2008,0,0,0
PIY,2009,0,0,0
PIY,2010,0,0,0
PIY,2011,0,0,0
PIY,2012,0,0,0
PIY,2013,0,0,0
PIY,2014,0,0,0
PIY,2015,0,0,0
PIY,2016,0,0,0
WISA.O,1998,0,0,0
WISA.O,1999,0,0,0
WISA.O,2000,0,0,0
WISA.O,2001,0,0,0
WISA.O,2002,0,0,0
WISA.O,2003,0,0,0
WISA.O,2004,0,0,0
WISA.O,2005,0,0,0
WISA.O,2006,0,0,0
WISA.O,2007,0,0,0
WISA.O,2008,0,0,0
WISA.O,2009,0,0,0
WISA.O,2010,0,0,0
WISA.O,2011,0,0,0
WISA.O,2012,0,0,0
WISA.O,2013,0,0,0
WISA.O,2014,0,0,0
WISA.O,2015,0,0,0
WISA.O,2016,0,0,0
OSBCP.O,1998,0,0,0
OSBCP.O,1999,0,0,0
OSBCP.O,2000,0,0,0
OSBCP.O,2001,0,0,0
OSBCP.O,2002,0,0,0
OSBCP.O,2003,0,0,0
OSBCP.O,2004,0,0,0
OSBCP.O,2005,0,0,0
OSBCP.O,2006,0,0,0
OSBCP.O,2007,0,0,0
OSBCP.O,2008,0,0,0
OSBCP.O,2009,0,0,0
OSBCP.O,2010,0,0,0
OSBCP.O,2011,0,0,0
OSBCP.O,2012,0,0,0
OSBCP.O,2013,0,0,0
OSBCP.O,2014,0,0,0
OSBCP.O,2015,0,0,0
OSBCP.O,2016,0,0,0
JVA.O,1998,0,0,0
JVA.O,1999,0,0,0
JVA.O,2000,0,0,0
