year;ric
2010;FFIC.O
2011;FFIC.O
2013;FFIC.O
2015;FFIC.O
2007;TZOO.O
2008;TZOO.O
2013;TZOO.O
2014;TZOO.O
2015;TZOO.O
2016;TZOO.O
2000;HIW
2001;HIW
2002;HIW
2003;HIW
2004;HIW
2005;HIW
2006;HIW
2007;HIW
2008;HIW
2009;HIW
2010;HIW
2011;HIW
2012;HIW
2013;HIW
2014;HIW
2001;CLI
2002;CLI
2003;CLI
2004;CLI
2005;CLI
2009;CLI
2010;CLI
2011;CLI
2012;CLI
2006;WES
2007;WES
2008;WES
2009;WES
2010;WES
2011;WES
2012;WES
2013;WES
2014;WES
2015;WES
2012;EPE
2007;HBIA.PK
2008;HBIA.PK
1999;ASRT.O
2000;ASRT.O
2015;ASRT.O
2016;ASRT.O
2015;NCOM.O
1999;ENZ
2000;ENZ
2008;CLNE.O
2010;CLNE.O
2011;CLNE.O
2001;MKTX.O
2002;MKTX.O
2003;MKTX.O
2004;MKTX.O
2005;MKTX.O
2006;MKTX.O
2007;MKTX.O
2008;MKTX.O
2009;MKTX.O
2010;MKTX.O
2011;MKTX.O
2012;MKTX.O
2013;MKTX.O
2014;MKTX.O
2015;MKTX.O
2016;MKTX.O
1998;NRIM.O
1999;NRIM.O
2000;NRIM.O
2001;NRIM.O
2002;NRIM.O
2003;NRIM.O
2004;NRIM.O
2005;NRIM.O
2006;NRIM.O
2008;NRIM.O
2009;NRIM.O
2010;NRIM.O
2011;NRIM.O
2012;NRIM.O
2013;NRIM.O
2014;NRIM.O
2015;NRIM.O
2014;CRCM.K
2003;NYNY.O
1998;CRR
1999;CRR
2000;CRR
2001;CRR
2002;CRR
2003;CRR
2004;CRR
2005;CRR
2006;CRR
2007;CRR
2009;CRR
2010;CRR
2011;CRR
2012;CRR
2014;CRR
2016;CRR
2003;BHB
2005;BHB
2006;BHB
2008;BHB
2009;BHB
2010;BHB
2011;BHB
2012;BHB
2013;BHB
2014;BHB
2016;BHB
2009;SUPN.O
2010;SUPN.O
2014;SUPN.O
1998;FNHC.O
2001;FNHC.O
2002;FNHC.O
2003;FNHC.O
2004;FNHC.O
2008;FNHC.O
2016;FNHC.O
2003;HALL.O
2007;HALL.O
2008;HALL.O
2000;PDFS.O
2010;PDFS.O
2014;PDFS.O
2015;PDFS.O
2001;FBMS.O
2003;FBMS.O
2004;FBMS.O
2005;FBMS.O
2006;FBMS.O
2008;FBMS.O
2009;FBMS.O
2010;FBMS.O
2011;FBMS.O
2012;FBMS.O
2013;FBMS.O
2014;FBMS.O
2015;FBMS.O
2016;FBMS.O
2001;ANCX.O
2002;ANCX.O
2003;ANCX.O
2004;ANCX.O
2005;ANCX.O
2006;ANCX.O
2008;ANCX.O
2009;ANCX.O
2010;ANCX.O
2011;ANCX.O
2013;ANCX.O
2014;ANCX.O
2015;ANCX.O
2016;ANCX.O
2008;IRDM.O
2010;IRDM.O
1998;ITI.O
1999;ITI.O
2000;ITI.O
2001;ITI.O
2002;ITI.O
2003;ITI.O
2004;ITI.O
2009;ITI.O
2010;ITI.O
2012;ITI.O
2003;HBIO.O
2004;HBIO.O
2011;HBIO.O
2012;HBIO.O
2005;PROV.O
2000;GNTY.O
2001;GNTY.O
2015;TCMD.O
1998;DRE
1999;DRE
2000;DRE
2001;DRE
2002;DRE
2003;DRE
2004;DRE
2005;DRE
2006;DRE
2008;DRE
2009;DRE
2010;DRE
2011;DRE
2012;DRE
2013;DRE
2014;DRE
2015;DRE
2016;DRE
2009;APAM.K
2010;APAM.K
2011;APAM.K
2012;APAM.K
2013;APAM.K
2014;APAM.K
2016;APAM.K
2006;LMAT.O
2007;LMAT.O
2013;SCPJ.PK
2014;SCPJ.PK
1998;MED
2003;MED
2007;MED
2008;MED
2009;MED
2012;MED
2013;MED
2005;SONA.O
2008;SONA.O
2009;SONA.O
2010;SONA.O
2013;SONA.O
2015;SONA.O
2016;SONA.O
1998;WELL.K
2000;WELL.K
2001;WELL.K
2002;WELL.K
2003;WELL.K
2004;WELL.K
2005;WELL.K
2006;WELL.K
2007;WELL.K
2008;WELL.K
2009;WELL.K
2010;WELL.K
2011;WELL.K
2011;EGN
2012;EGN
2013;EGN
1998;MFSF.O
1999;MFSF.O
2000;MFSF.O
2001;MFSF.O
2003;MFSF.O
2006;MFSF.O
2007;MFSF.O
2009;MFSF.O
2011;MFSF.O
2012;MFSF.O
2013;MFSF.O
2014;MFSF.O
2016;MFSF.O
1999;PFIS.O
2000;PFIS.O
2001;PFIS.O
2002;PFIS.O
2004;PFIS.O
2007;PFIS.O
2008;PFIS.O
2009;PFIS.O
2010;PFIS.O
2011;PFIS.O
2012;PFIS.O
2013;PFIS.O
2014;PFIS.O
2001;PKE
2002;PKE
1998;CNBKA.O
2012;CNBKA.O
2013;CNBKA.O
1998;PGC.O
1999;PGC.O
2000;PGC.O
2001;PGC.O
2002;PGC.O
2003;PGC.O
2007;PGC.O
2008;PGC.O
2012;PGC.O
2013;PGC.O
2014;PGC.O
2015;PGC.O
2016;PGC.O
2014;QTNA.O
2015;QTNA.O
2016;QTNA.O
2003;GLDD.O
2004;GLDD.O
2008;GLDD.O
2011;GLDD.O
2012;GLDD.O
2011;AGO_pb
2012;AGO_pb
2016;OSUR.O
1999;OFC
2000;OFC
2001;OFC
2005;OFC
2006;OFC
2007;OFC
2008;OFC
2009;OFC
2010;OFC
2011;OFC
2012;OFC
2010;ABTX.O
2011;ABTX.O
2012;ABTX.O
2013;ABTX.O
2014;ABTX.O
2015;ABTX.O
2016;ABTX.O
2004;SONC.O
2005;SONC.O
2006;SONC.O
2007;SONC.O
2008;SONC.O
1998;DCOM.O
2000;DCOM.O
2001;DCOM.O
2002;DCOM.O
2004;DCOM.O
2006;DCOM.O
2008;DCOM.O
2009;DCOM.O
2010;DCOM.O
2011;DCOM.O
2012;DCOM.O
2013;DCOM.O
2014;DCOM.O
2015;DCOM.O
2016;DCOM.O
2000;CHMG.O
2002;CHMG.O
2003;CHMG.O
2004;CHMG.O
2005;CHMG.O
2006;CHMG.O
2007;CHMG.O
2008;CHMG.O
2009;CHMG.O
2010;CHMG.O
2012;CHMG.O
2012;BKEP.O
1999;RHP
2000;RHP
2001;RHP
2002;RHP
2003;RHP
2005;RHP
2006;RHP
2008;RHP
2009;RHP
2001;AVHI.O
2002;AVHI.O
2003;AVHI.O
2005;AVHI.O
2006;AVHI.O
2000;EMKR.O
2001;EMKR.O
2002;EMKR.O
2003;EMKR.O
2004;EMKR.O
2012;EMKR.O
2013;EMKR.O
1998;GV
2000;GV
2001;GV
2002;GV
2004;ITIC.O
2007;ITIC.O
2013;ITIC.O
1998;ACNB.O
2001;ACNB.O
2002;ACNB.O
2003;ACNB.O
2006;ACNB.O
2009;ACNB.O
2012;ACNB.O
2016;ACNB.O
2001;PFBI.O
2002;PFBI.O
2000;STAA.O
2005;STAA.O
2006;STAA.O
2007;STAA.O
2008;STAA.O
2009;STAA.O
2011;ACBI.O
2013;ACBI.O
2014;ACBI.O
2015;ACBI.O
2011;SMBC.O
2010;ALOT.O
2011;ALOT.O
2013;ALOT.O
1999;IDCC.O
2000;IDCC.O
2002;IDCC.O
2015;IDCC.O
1998;CIVB.O
2001;CIVB.O
2010;CIVB.O
1998;IHC
2003;IHC
2014;IHC
2015;IHC
2012;FBNK.O
1998;SMMF.O
1999;SMMF.O
2000;SMMF.O
2001;SMMF.O
2002;SMMF.O
2003;SMMF.O
2004;SMMF.O
2005;SMMF.O
2006;SMMF.O
2007;SMMF.O
2010;SMMF.O
2011;SMMF.O
2013;SMMF.O
2014;SMMF.O
2015;SMMF.O
2016;SMMF.O
2008;BRMR.PK
2010;BRMR.PK
2011;BRMR.PK
2012;BRMR.PK
2013;BRMR.PK
2014;BRMR.PK
2015;BRMR.PK
2005;NVAX.O
2006;NVAX.O
2007;NVAX.O
2009;NVAX.O
2001;CUSI.PK
2002;CUSI.PK
2004;CUSI.PK
2007;CUSI.PK
2008;CUSI.PK
2009;CUSI.PK
2012;CUSI.PK
2013;CUSI.PK
2015;CUSI.PK
2002;GHL
2003;GHL
2004;GHL
2005;GHL
2006;GHL
2007;GHL
2008;GHL
2009;GHL
2010;GHL
2011;GHL
2012;GHL
2013;GHL
2014;GHL
2016;GHL
1999;SHBI.O
2000;SHBI.O
2001;SHBI.O
2002;SHBI.O
2003;SHBI.O
2004;SHBI.O
2005;SHBI.O
2006;SHBI.O
2007;SHBI.O
2009;SHBI.O
2010;SHBI.O
2011;SHBI.O
2012;SHBI.O
2013;SHBI.O
2016;SHBI.O
2004;RWWI.PK
2014;RWWI.PK
2016;RWWI.PK
2008;INSY.O
2009;INSY.O
2014;INSY.O
2008;SMBK.O
2009;SMBK.O
2010;SMBK.O
2011;SMBK.O
2012;SMBK.O
2013;SMBK.O
2014;SMBK.O
2015;SMBK.O
2016;SMBK.O
2002;CVCY.O
2004;CVCY.O
1998;BDN
1999;BDN
2000;BDN
2001;BDN
2002;BDN
2003;BDN
2005;BDN
2006;BDN
2007;BDN
2008;BDN
2009;BDN
2010;BDN
2011;BDN
2012;BDN
2013;BDN
2014;BDN
2014;FCPT.K
2002;UMH
2006;OSIR.O
2007;OSIR.O
2009;OSIR.O
2010;OSIR.O
2011;OSIR.O
2012;OSIR.O
2014;OSIR.O
1998;RYN
1999;RYN
2003;RYN
2006;RYN
2008;RYN
2012;RYN
2013;RYN
2007;WIFI.O
2008;WIFI.O
2009;WIFI.O
2013;WIFI.O
2001;FTK
2002;FTK
2004;FTK
2007;FTK
2008;FTK
2014;FTK
2015;FTK
2008;GSAT.K
1999;FLIC.O
2000;FLIC.O
2001;FLIC.O
2004;FLIC.O
2005;FLIC.O
2006;FLIC.O
2008;FLIC.O
2009;FLIC.O
2010;FLIC.O
2011;FLIC.O
2013;FLIC.O
2014;FLIC.O
2015;FLIC.O
2016;FLIC.O
1998;GENC.O
2011;VER
2012;VER
2015;VER
2016;VER
2001;MRLN.O
2002;MRLN.O
2003;MRLN.O
2004;MRLN.O
2005;MRLN.O
2006;MRLN.O
2007;MRLN.O
2008;MRLN.O
2009;MRLN.O
2011;MRLN.O
2012;MRLN.O
2013;MRLN.O
2014;MRLN.O
2015;MRLN.O
2016;MRLN.O
2001;FMCB.PK
2002;FMCB.PK
1998;DSPG.O
1999;DSPG.O
2000;DSPG.O
2001;DSPG.O
2002;DSPG.O
2004;DSPG.O
2005;DSPG.O
2006;DSPG.O
2007;DSPG.O
2008;DSPG.O
2010;DSPG.O
2011;AMNB.O
2012;PGRE.K
2013;PGRE.K
2006;FGBI.O
2008;FGBI.O
2010;FGBI.O
2011;FGBI.O
2012;FGBI.O
2013;FGBI.O
2014;FGBI.O
2015;FGBI.O
2016;FGBI.O
2006;FSBW.O
2007;FSBW.O
2008;FSBW.O
2009;FSBW.O
2010;FSBW.O
2011;FSBW.O
2013;FSBW.O
2014;FSBW.O
2015;FSBW.O
2016;FSBW.O
1999;ASUR.O
2000;ASUR.O
2001;ASUR.O
2002;ASUR.O
2003;ASUR.O
2004;ASUR.O
2005;ASUR.O
2000;TREC.K
2001;TREC.K
2003;TREC.K
2004;TREC.K
2008;TREC.K
2010;TREC.K
2011;TREC.K
1998;ARE
1999;ARE
2001;ARE
2002;ARE
2003;ARE
2004;ARE
2005;ARE
2006;ARE
2007;ARE
2008;ARE
2009;ARE
2010;ARE
2011;ARE
2012;ARE
2015;ARE
2016;ARE
2005;NFBK.O
2006;NFBK.O
2007;NFBK.O
2011;NFBK.O
2012;NFBK.O
2013;NFBK.O
2014;NFBK.O
2015;NFBK.O
2007;ORRF.O
2003;ARHN.PK
2004;ARHN.PK
2010;ARHN.PK
2011;ARHN.PK
2013;ARHN.PK
2015;ARHN.PK
2016;ARHN.PK
1998;USLM.O
2000;USLM.O
2002;USLM.O
2003;USLM.O
2004;USLM.O
2005;USLM.O
2006;USLM.O
2007;USLM.O
2008;USLM.O
2009;USLM.O
2010;USLM.O
2011;USLM.O
2012;USLM.O
2013;USLM.O
2014;USLM.O
2015;USLM.O
2016;USLM.O
2000;CBAN.O
2001;CBAN.O
2009;MGPI.O
2010;VBTX.O
2011;VBTX.O
2012;VBTX.O
2013;VBTX.O
2014;VBTX.O
2015;VBTX.O
2016;VBTX.O
1998;HWBK.O
1999;HWBK.O
2000;HWBK.O
2001;HWBK.O
2002;HWBK.O
2004;HWBK.O
2005;HWBK.O
2006;HWBK.O
2009;HWBK.O
2011;HWBK.O
2012;HWBK.O
2013;HWBK.O
2014;HWBK.O
2003;BCBP.O
2004;BCBP.O
2005;BCBP.O
2006;BCBP.O
2009;BCBP.O
2011;BCBP.O
2012;BCBP.O
2014;BCBP.O
2016;BCBP.O
2007;SGYP.O
2013;STWD.K
1998;CLCT.O
2001;CLCT.O
2002;CLCT.O
2006;CLCT.O
2007;CLCT.O
2000;FRT
2001;FRT
2002;FRT
2003;FRT
2004;FRT
2005;FRT
2006;FRT
1999;LCNB.O
2000;LCNB.O
2006;LCNB.O
2008;LCNB.O
2009;LCNB.O
2010;LCNB.O
2011;LCNB.O
2012;LCNB.O
2013;LCNB.O
2014;LCNB.O
2016;LCNB.O
1998;COG
1999;COG
2007;COG
2014;SBT.O
2015;SBT.O
2016;SBT.O
2008;CVLY.O
2010;CVLY.O
2011;CVLY.O
2004;CIA
2010;CIA
2014;CIA
2015;CIA
2010;ASPU.O
2011;ASPU.O
2001;OVBC.O
2002;OVBC.O
2003;OVBC.O
2008;OVBC.O
2010;OVBC.O
2011;OVBC.O
2012;OVBC.O
2013;OVBC.O
2015;OVBC.O
2002;GHM
2003;GHM
2006;CNS
2007;CNS
1998;PEBK.O
1999;PEBK.O
2000;PEBK.O
2001;PEBK.O
2004;PEBK.O
2005;PEBK.O
2006;PEBK.O
2007;PEBK.O
2010;PEBK.O
2011;PEBK.O
2012;PEBK.O
2013;PEBK.O
2014;PEBK.O
2016;PEBK.O
1998;AFG
1999;AFG
2001;AFG
2002;AFG
2003;AFG
2005;AFG
2007;AFG
2008;AFG
2009;AFG
2013;AFG
2014;AFG
2015;AFG
2016;AFG
2015;RMTI.O
2010;HBMD.O
2011;HBMD.O
2013;HBMD.O
2014;HBMD.O
2015;HBMD.O
2016;HBMD.O
2000;NICK.O
2008;NICK.O
2009;NICK.O
2010;NICK.O
2011;NICK.O
2015;NICK.O
2014;WTI
1998;IVAC.O
1999;IVAC.O
2000;IVAC.O
2001;IVAC.O
2002;IVAC.O
2003;IVAC.O
2004;IVAC.O
2005;IVAC.O
2006;IVAC.O
2007;IVAC.O
2009;IVAC.O
2010;IVAC.O
2011;IVAC.O
2012;IVAC.O
2013;IVAC.O
2014;IVAC.O
2015;IVAC.O
2016;IVAC.O
1999;PEI
2001;PEI
2002;PEI
2003;PEI
2006;PEI
2007;PEI
2008;PEI
2010;PEI
2011;PEI
1998;MCBC.O
1999;MCBC.O
2000;MCBC.O
2001;MCBC.O
2002;MCBC.O
2003;MCBC.O
2004;MCBC.O
2005;MCBC.O
2007;MCBC.O
2008;MCBC.O
2009;MCBC.O
2010;MCBC.O
2011;MCBC.O
2013;MCBC.O
2014;MCBC.O
2015;MCBC.O
2016;MCBC.O
2004;LPT
2005;LPT
2006;LPT
2007;LPT
2009;LPT
2010;LPT
2011;LPT
2012;LPT
1998;CTWS.O
1999;CTWS.O
2000;CTWS.O
2003;CTWS.O
2004;CTWS.O
2008;HPP
2009;HPP
2011;HPP
2012;HPP
1998;BMRC.O
1999;BMRC.O
2000;BMRC.O
2001;BMRC.O
2002;BMRC.O
2003;BMRC.O
2004;BMRC.O
2005;BMRC.O
2007;BMRC.O
2008;BMRC.O
2009;BMRC.O
2010;BMRC.O
2011;BMRC.O
2012;BMRC.O
2013;BMRC.O
2014;BMRC.O
2015;BMRC.O
2016;BMRC.O
2015;BFTI.PK
2000;SKT
2001;SKT
2002;SKT
2003;SKT
2005;SKT
2007;SKT
2008;SKT
2009;SKT
1998;MEET.O
1999;MEET.O
2011;MEET.O
2012;LEAF.K
2013;LEAF.K
2004;ACET.O
2011;ACET.O
2012;ACET.O
1999;OPOF.O
2000;OPOF.O
2001;OPOF.O
2002;OPOF.O
2003;OPOF.O
2005;OPOF.O
2006;OPOF.O
2008;OPOF.O
2009;OPOF.O
2010;OPOF.O
2012;OPOF.O
2013;OPOF.O
2014;OPOF.O
2009;LMNR.O
2010;LMNR.O
2012;LMNR.O
2013;LMNR.O
2014;AGFS.O
2002;MBTF.O
2003;MBTF.O
2005;MBTF.O
2006;MBTF.O
2007;MBTF.O
2008;MBTF.O
2009;MBTF.O
2010;MBTF.O
2011;MBTF.O
2012;MBTF.O
2013;MBTF.O
2014;MBTF.O
2016;MBTF.O
1998;ALCO.O
1999;ALCO.O
2000;ALCO.O
2001;ALCO.O
2002;ALCO.O
2003;ALCO.O
2004;ALCO.O
2005;ALCO.O
2006;ALCO.O
2007;ALCO.O
2008;ALCO.O
2009;ALCO.O
2010;ALCO.O
2011;ALCO.O
2012;ALCO.O
2013;ALCO.O
2014;ALCO.O
2015;ALCO.O
2016;ALCO.O
1998;WRI
2000;WRI
2003;WRI
2004;WRI
2005;WRI
2006;WRI
2007;WRI
2008;WRI
2009;WRI
2010;WRI
2011;WRI
2012;WRI
2011;NWHM.K
2012;NWHM.K
2005;MNTA.O
2000;INO.O
2001;INO.O
2006;INO.O
1998;HTBK.O
1999;HTBK.O
2000;HTBK.O
2001;HTBK.O
2002;HTBK.O
2003;HTBK.O
2004;HTBK.O
2005;HTBK.O
2006;HTBK.O
2007;HTBK.O
2008;HTBK.O
2009;HTBK.O
2010;HTBK.O
2011;HTBK.O
2013;HTBK.O
2014;HTBK.O
2015;HTBK.O
1998;WTM
1999;WTM
2002;WTM
2003;WTM
2004;WTM
2009;WTM
2010;WTM
2011;WTM
2013;WTM
2014;WTM
2015;WTM
2016;WTM
2009;FMAO.O
2011;FMAO.O
2001;HR
2002;HR
2003;HR
2004;HR
2005;HR
2006;HR
2007;HR
2008;HR
2009;HR
2010;HR
2011;HR
2012;HR
2013;HR
1998;LARK.O
1999;LARK.O
2000;LARK.O
2001;LARK.O
2005;LARK.O
2006;LARK.O
2010;LARK.O
2011;LARK.O
2013;LARK.O
2014;LARK.O
2015;LARK.O
2010;HTA
2011;HTA
2016;TRTC.PK
2001;REIS.O
2002;REIS.O
2009;REIS.O
2010;REIS.O
2006;ESXB.O
2007;ESXB.O
2008;ESXB.O
2009;ESXB.O
2012;ESXB.O
2015;ESXB.O
2016;ESXB.O
2013;MYFW.O
2014;MYFW.O
2015;MYFW.O
2016;MYFW.O
2000;CUZ
2001;CUZ
2002;CUZ
2003;CUZ
2004;CUZ
2005;CUZ
2006;CUZ
2007;CUZ
2008;CUZ
2009;CUZ
2010;CUZ
2011;CUZ
2012;CUZ
2014;CUZ
2015;CUZ
2012;GRBK.O
2013;GRBK.O
2014;GRBK.O
2016;GRBK.O
2009;ISTR.O
2010;ISTR.O
2011;ISTR.O
2012;ISTR.O
2013;ISTR.O
2014;ISTR.O
2016;ISTR.O
2014;LBC.O
2015;LBC.O
2016;LBC.O
2002;SRDX.O
2003;SRDX.O
2009;SRDX.O
2010;SRDX.O
2009;ENFC.O
2010;ENFC.O
2012;ENFC.O
2013;ENFC.O
2014;ENFC.O
2015;ENFC.O
2016;ENFC.O
2004;SRPT.O
2005;SRPT.O
2003;AGEN.O
2008;AGEN.O
1998;MPB.O
1999;MPB.O
2000;MPB.O
2001;MPB.O
2002;MPB.O
2003;MPB.O
2005;MPB.O
2007;MPB.O
2008;MPB.O
2010;MPB.O
2013;MPB.O
2014;MPB.O
2016;MPB.O
1999;WNEB.O
2000;WNEB.O
2003;WNEB.O
2005;WNEB.O
2006;WNEB.O
2007;WNEB.O
2009;WNEB.O
2011;WNEB.O
2012;WNEB.O
2013;WNEB.O
2015;WNEB.O
2016;WNEB.O
2004;SIFI.O
2006;FRAF.PK
2007;FRAF.PK
2008;FRAF.PK
2010;FRAF.PK
2011;FRAF.PK
2013;FRAF.PK
2014;FRAF.PK
2011;FANG.O
1999;KRC
2000;KRC
2001;KRC
2002;KRC
2003;KRC
2004;KRC
2005;KRC
2006;KRC
2007;KRC
2008;KRC
2009;KRC
2010;KRC
2011;KRC
2012;KRC
2013;KRC
2014;KRC
2015;KRC
2003;FBIZ.O
2004;FBIZ.O
2005;FBIZ.O
2006;FBIZ.O
2007;FBIZ.O
2008;FBIZ.O
2010;FBIZ.O
2011;FBIZ.O
2012;FBIZ.O
2013;FBIZ.O
2014;FBIZ.O
2015;FBIZ.O
2002;TSBK.O
1998;CRZO.O
2002;CRZO.O
2010;CRZO.O
2011;CRZO.O
2006;AT
2008;AT
2009;AT
2010;AT
2011;AT
2013;AT
2014;AT
1998;FNCB.O
1999;FNCB.O
2000;FNCB.O
2001;FNCB.O
2002;FNCB.O
2003;FNCB.O
2004;FNCB.O
2005;FNCB.O
2006;FNCB.O
2007;FNCB.O
2008;FNCB.O
2009;FNCB.O
2010;FNCB.O
2011;FNCB.O
2012;FNCB.O
2013;FNCB.O
2014;FNCB.O
1998;CIZN.O
1999;CIZN.O
2000;CIZN.O
2001;CIZN.O
2002;CIZN.O
2003;CIZN.O
2004;CIZN.O
2005;CIZN.O
2010;CIZN.O
2012;CIZN.O
2013;CIZN.O
2014;CIZN.O
2003;AXDX.O
2013;PFBC.O
2012;BHBK.O
2013;BHBK.O
1999;PFLC.PK
2003;PFLC.PK
2005;PFLC.PK
2008;PFLC.PK
2010;PFLC.PK
2011;PFLC.PK
2013;PFLC.PK
2014;PFLC.PK
2016;PFLC.PK
2008;ZIXI.O
2009;ZIXI.O
1998;CZFS.PK
1999;CZFS.PK
2000;CZFS.PK
2001;CZFS.PK
2002;CZFS.PK
2003;CZFS.PK
2006;CZFS.PK
2007;CZFS.PK
2008;CZFS.PK
2009;CZFS.PK
2010;CZFS.PK
2011;CZFS.PK
2013;CZFS.PK
2014;CZFS.PK
1998;KTYB.PK
1999;KTYB.PK
2000;KTYB.PK
2001;KTYB.PK
2005;KTYB.PK
2006;KTYB.PK
2008;KTYB.PK
2010;KTYB.PK
2011;KTYB.PK
2012;KTYB.PK
2013;KTYB.PK
2014;KTYB.PK
2016;KTYB.PK
1998;PMD.O
2008;TSC.O
2009;TSC.O
2010;TSC.O
2011;TSC.O
2012;TSC.O
2014;TSC.O
2015;TSC.O
2016;TSC.O
2004;CLFD.O
2005;CLFD.O
2010;JMP
2011;JMP
2010;FFMH.PK
2012;FFMH.PK
2013;FFMH.PK
2011;MCHX.O
2013;MCHX.O
2014;MCHX.O
2009;FCCO.O
2011;FCCO.O
2006;OLED.O
2007;OLED.O
1999;MFNC.O
2000;MFNC.O
2001;MFNC.O
2002;MFNC.O
2003;MFNC.O
2004;MFNC.O
2005;MFNC.O
2006;MFNC.O
2007;MFNC.O
2008;MFNC.O
2011;MFNC.O
2012;MFNC.O
2013;MFNC.O
2007;RPAI.K
2009;RPAI.K
2010;RPAI.K
2011;RPAI.K
2012;RPAI.K
2013;RPAI.K
2013;BFST.O
2014;BFST.O
2016;BFST.O
1999;EVBN.K
2000;EVBN.K
2001;EVBN.K
2002;EVBN.K
2003;EVBN.K
2005;EVBN.K
2006;EVBN.K
2007;EVBN.K
2009;EVBN.K
2010;EVBN.K
2011;EVBN.K
2012;EVBN.K
2013;EVBN.K
2014;EVBN.K
2015;EVBN.K
2016;EVBN.K
2000;MMAC.O
2001;MMAC.O
2002;MMAC.O
2003;MMAC.O
2004;MMAC.O
2005;MMAC.O
2011;MMAC.O
2012;MMAC.O
2015;MMAC.O
2005;SPPI.O
2006;SPPI.O
2007;SPPI.O
2008;SPPI.O
2005;CERS.O
2006;CERS.O
2005;PXLW.O
2002;BVX
2004;BVX
2005;BVX
2006;BVX
2007;BVX
2008;BVX
2010;BVX
1998;NKSH.O
1999;NKSH.O
2000;NKSH.O
2001;NKSH.O
2002;NKSH.O
2003;NKSH.O
2004;NKSH.O
2005;NKSH.O
2006;NKSH.O
2007;NKSH.O
2008;NKSH.O
2009;NKSH.O
2010;NKSH.O
2011;NKSH.O
2013;NKSH.O
2006;KERX.O
2007;KERX.O
2008;KERX.O
2007;UIHC.O
2008;FLNT.O
2010;FLNT.O
2011;FLNT.O
2014;FLNT.O
2012;LYD.TO
2013;LYD.TO
2000;WPC
2001;WPC
2002;WPC
2003;WPC
2004;WPC
2005;WPC
2006;WPC
2009;WPC
2010;WPC
2011;WPC
2012;WPC
2015;WPC
2001;ATLO.O
2002;ATLO.O
2009;INBK.O
2010;INBK.O
2011;INBK.O
2012;INBK.O
2013;INBK.O
2014;INBK.O
2015;INBK.O
2016;INBK.O
1999;NWFL.O
2000;NWFL.O
2001;NWFL.O
2002;NWFL.O
2003;NWFL.O
2004;NWFL.O
2005;NWFL.O
2006;NWFL.O
2007;NWFL.O
2008;NWFL.O
2009;NWFL.O
2010;NWFL.O
2013;NWFL.O
2015;NWFL.O
1999;LICT.PK
2000;LICT.PK
2001;LICT.PK
2002;LICT.PK
2003;LICT.PK
2007;LICT.PK
2009;LICT.PK
2000;HST
2001;HST
2002;HST
2003;HST
2004;HST
2005;HST
2006;HST
2009;HST
2011;HST
2012;HST
2008;VCEL.O
1998;NATH.O
1999;NATH.O
2000;NATH.O
2001;NATH.O
2003;NATH.O
2004;NATH.O
2005;NATH.O
2006;NATH.O
1998;WETF.O
1999;WETF.O
2000;WETF.O
2001;WETF.O
2004;WETF.O
2005;WETF.O
2006;WETF.O
2007;WETF.O
2008;WETF.O
2009;WETF.O
2010;WETF.O
2011;WETF.O
2012;WETF.O
2013;WETF.O
2014;WETF.O
2015;WETF.O
2010;FNWB.O
2014;FNWB.O
2016;FNWB.O
2015;RBB.O
2016;RBB.O
2002;SLCT.O
2003;SLCT.O
2004;SLCT.O
2005;SLCT.O
2006;SLCT.O
2008;SLCT.O
2009;SLCT.O
2011;SLCT.O
2013;SLCT.O
2014;SLCT.O
2016;SLCT.O
2010;CBFV.O
2011;CBFV.O
2013;CBFV.O
2014;CBFV.O
2012;BPI
2014;BPI
2015;BPI
1999;AXGN.O
2000;AXGN.O
2001;AXGN.O
2003;AXGN.O
2010;AXGN.O
2014;SND.O
2015;SND.O
2013;SFST.O
2007;ORIT.O
2008;ORIT.O
2010;ORIT.O
2011;ORIT.O
2014;ORIT.O
2015;ORIT.O
1998;MXWL.O
1999;MXWL.O
2001;MXWL.O
2002;MXWL.O
2003;MXWL.O
2011;MXWL.O
2008;EBMT.O
2009;EBMT.O
2012;EBMT.O
2013;EBMT.O
2015;EBMT.O
2016;EBMT.O
2009;AAT
2010;AAT
2012;MBIN.O
2013;MBIN.O
2014;MBIN.O
2015;MBIN.O
2016;MBIN.O
1999;ISRL.O
2001;ISRL.O
2002;ISRL.O
2004;ISRL.O
2005;ISRL.O
2006;ISRL.O
2008;ISRL.O
2002;FNRN.PK
2003;FNRN.PK
2000;HCP
2002;HCP
2003;HCP
2004;HCP
2005;HCP
2006;HCP
2007;HCP
2008;HCP
2009;HCP
2010;HCP
2014;HCP
2015;HCP
2005;BOCH.O
2008;BOCH.O
2010;BOCH.O
2011;BOCH.O
1998;UNTY.O
1999;UNTY.O
2000;UNTY.O
2001;UNTY.O
2002;UNTY.O
2003;UNTY.O
2004;UNTY.O
2005;UNTY.O
2006;UNTY.O
2007;UNTY.O
2011;UNTY.O
2012;UNTY.O
2013;UNTY.O
2014;UNTY.O
2015;UNTY.O
2016;UNTY.O
2007;CSBB.PK
2008;CSBB.PK
2011;CSBB.PK
2013;CSBB.PK
2014;CSBB.PK
2015;CSBB.PK
2016;CSBB.PK
2000;STAR.K
2001;STAR.K
2002;STAR.K
2003;STAR.K
2004;STAR.K
2005;STAR.K
2006;STAR.K
2007;STAR.K
2008;STAR.K
2009;STAR.K
2011;STAR.K
2012;STAR.K
